date,state,beds,admitted_pui,admitted_covid,discharge_pui,discharge_covid,pkrc_covid,pkrc_pui
2020-03-28,Kelantan,147,0,0,0,0,0,53
2020-03-28,Perlis,54,0,0,0,0,8,3
2020-03-28,Pulau Pinang,58,0,0,0,0,13,0
2020-03-28,Sarawak,74,0,0,0,0,22,0
2020-03-28,Selangor,1452,0,12,0,5,145,0
2020-03-28,W.P. Labuan,97,0,1,1,0,6,8
2020-03-29,Kelantan,147,0,0,0,0,0,36
2020-03-29,Perlis,54,1,0,2,0,8,2
2020-03-29,Pulau Pinang,58,0,0,0,0,11,0
2020-03-29,Sarawak,74,0,0,0,0,29,0
2020-03-29,Selangor,1452,0,36,0,4,196,0
2020-03-29,W.P. Labuan,97,18,5,4,2,8,21
2020-03-30,Kelantan,147,0,2,2,1,17,39
2020-03-30,Perlis,54,0,0,1,7,1,3
2020-03-30,Pulau Pinang,58,0,0,0,0,9,0
2020-03-30,Sarawak,74,0,1,0,0,34,0
2020-03-30,Selangor,1452,0,19,0,18,209,0
2020-03-30,W.P. Labuan,97,35,0,0,0,8,56
2020-03-31,Kelantan,147,8,4,1,3,18,46
2020-03-31,Perak,327,0,0,0,0,182,0
2020-03-31,Perlis,54,1,1,1,0,2,5
2020-03-31,Pulau Pinang,58,0,0,0,0,6,0
2020-03-31,Sarawak,74,0,0,0,0,39,0
2020-03-31,Selangor,1452,0,29,0,18,209,0
2020-03-31,W.P. Labuan,97,1,0,47,0,15,7
2020-04-01,Kelantan,147,0,4,8,1,21,38
2020-04-01,Perak,327,0,0,0,0,187,0
2020-04-01,Perlis,54,0,0,0,0,2,5
2020-04-01,Pulau Pinang,58,0,0,0,0,7,0
2020-04-01,Sarawak,102,1,0,0,0,50,20
2020-04-01,Selangor,1452,0,25,0,24,237,0
2020-04-01,W.P. Labuan,97,0,0,0,0,8,7
2020-04-02,Johor,80,0,8,0,0,8,0
2020-04-02,Kelantan,147,0,0,32,7,14,6
2020-04-02,Perak,327,0,0,0,0,200,0
2020-04-02,Perlis,54,0,0,4,0,2,1
2020-04-02,Pulau Pinang,58,0,0,0,0,7,0
2020-04-02,Sarawak,109,0,0,7,0,63,15
2020-04-02,Selangor,1452,0,32,0,47,223,0
2020-04-02,W.P. Labuan,97,2,0,1,0,8,8
2020-04-03,Johor,80,0,6,0,2,12,0
2020-04-03,Kelantan,147,0,2,19,3,13,6
2020-04-03,Perak,327,0,0,0,0,112,0
2020-04-03,Perlis,54,0,0,0,0,2,1
2020-04-03,Pulau Pinang,58,0,0,0,0,7,0
2020-04-03,Sarawak,109,2,1,0,0,72,17
2020-04-03,Selangor,1452,0,60,1,37,248,0
2020-04-03,W.P. Labuan,97,0,0,0,0,8,8
2020-04-04,Johor,80,0,4,0,2,14,0
2020-04-04,Kelantan,147,0,1,19,7,7,6
2020-04-04,Negeri Sembilan,50,0,7,0,0,0,0
2020-04-04,Perak,287,0,0,0,0,121,0
2020-04-04,Perlis,54,0,0,0,0,2,1
2020-04-04,Pulau Pinang,58,0,0,0,0,7,0
2020-04-04,Sarawak,149,4,0,6,1,96,13
2020-04-04,Selangor,1452,0,48,0,7,299,0
2020-04-04,W.P. Labuan,97,0,1,1,0,9,7
2020-04-05,Johor,80,0,4,0,1,0,17
2020-04-05,Kelantan,147,5,0,19,0,18,11
2020-04-05,Negeri Sembilan,56,0,4,0,0,11,0
2020-04-05,Perak,306,0,0,0,0,117,0
2020-04-05,Perlis,54,0,0,1,0,2,0
2020-04-05,Pulau Pinang,58,0,0,0,0,6,0
2020-04-05,Sarawak,149,2,0,9,0,99,12
2020-04-05,Selangor,1452,0,33,0,62,269,0
2020-04-05,W.P. Labuan,97,0,0,0,0,9,7
2020-04-06,Johor,80,0,0,0,0,14,0
2020-04-06,Kelantan,147,2,9,2,6,10,11
2020-04-06,Negeri Sembilan,56,0,2,0,9,11,0
2020-04-06,Perlis,54,1,0,0,0,2,1
2020-04-06,Pulau Pinang,58,0,0,0,0,6,0
2020-04-06,Sarawak,149,1,0,1,0,106,12
2020-04-06,Selangor,1452,0,34,0,16,305,0
2020-04-06,W.P. Labuan,97,5,1,0,0,10,12
2020-04-07,Johor,80,0,0,0,0,12,0
2020-04-07,Kelantan,140,3,0,0,0,10,14
2020-04-07,Negeri Sembilan,56,0,0,0,4,5,0
2020-04-07,Perlis,54,0,0,0,1,1,1
2020-04-07,Sabah,72,0,0,0,0,39,10
2020-04-07,Sarawak,188,0,0,0,0,116,0
2020-04-07,Selangor,1452,0,61,0,64,307,0
2020-04-07,W.P. Labuan,87,13,0,0,0,10,25
2020-04-08,Johor,80,0,0,0,0,14,0
2020-04-08,Kelantan,117,2,2,0,1,11,16
2020-04-08,Melaka,45,0,8,0,0,8,0
2020-04-08,Negeri Sembilan,56,0,0,0,3,2,0
2020-04-08,Perlis,54,0,0,0,0,1,1
2020-04-08,Pulau Pinang,58,0,0,0,0,4,0
2020-04-08,Sabah,72,0,2,2,0,41,8
2020-04-08,Sarawak,667,1,0,2,0,131,8
2020-04-08,Selangor,1452,0,46,0,27,345,0
2020-04-08,W.P. Labuan,87,2,1,16,0,11,11
2020-04-09,Johor,80,0,0,0,0,9,0
2020-04-09,Kelantan,117,0,0,3,3,8,13
2020-04-09,Melaka,45,0,7,0,0,15,0
2020-04-09,Negeri Sembilan,56,0,10,0,0,12,0
2020-04-09,Pahang,66,0,16,0,0,36,15
2020-04-09,Perlis,54,0,0,0,0,1,2
2020-04-09,Pulau Pinang,58,0,0,0,0,3,0
2020-04-09,Sabah,72,2,3,0,0,44,10
2020-04-09,Sarawak,666,2,0,0,0,141,10
2020-04-09,Selangor,1452,24,32,0,57,341,22
2020-04-09,W.P. Labuan,87,0,0,3,3,8,8
2020-04-10,Johor,80,0,0,0,0,13,0
2020-04-10,Kelantan,117,1,0,2,4,4,12
2020-04-10,Melaka,45,0,3,0,1,17,0
2020-04-10,Negeri Sembilan,56,0,2,0,3,11,0
2020-04-10,Pahang,66,3,1,17,3,28,7
2020-04-10,Perlis,54,0,0,2,1,0,0
2020-04-10,Pulau Pinang,58,0,0,0,0,3,0
2020-04-10,Sabah,74,4,0,2,0,44,12
2020-04-10,Sarawak,666,2,0,1,0,147,11
2020-04-10,Selangor,1452,25,29,0,57,346,33
2020-04-10,W.P. Labuan,97,1,0,0,0,8,9
2020-04-11,Johor,80,0,0,0,0,18,0
2020-04-11,Kelantan,117,1,1,0,2,3,13
2020-04-11,Melaka,45,0,9,0,0,26,0
2020-04-11,Negeri Sembilan,56,0,0,0,2,9,0
2020-04-11,Pahang,66,0,6,0,2,32,7
2020-04-11,Perlis,54,0,0,0,0,0,0
2020-04-11,Pulau Pinang,58,0,0,0,0,0,0
2020-04-11,Sabah,74,0,0,2,0,44,10
2020-04-11,Sarawak,666,1,0,0,0,157,12
2020-04-11,Selangor,1502,0,87,0,31,425,31
2020-04-11,W.P. Labuan,97,3,2,5,8,5,7
2020-04-12,Johor,80,0,0,0,1,17,0
2020-04-12,Kelantan,117,0,0,0,1,2,13
2020-04-12,Melaka,45,0,6,0,2,30,0
2020-04-12,Negeri Sembilan,56,0,3,0,0,12,0
2020-04-12,Pahang,66,1,0,3,4,28,5
2020-04-12,Perlis,54,1,0,0,0,0,1
2020-04-12,Pulau Pinang,58,0,0,0,0,0,0
2020-04-12,Sabah,135,2,15,0,0,60,12
2020-04-12,Sarawak,666,2,0,4,0,168,11
2020-04-12,Selangor,1502,0,63,9,47,466,25
2020-04-12,W.P. Labuan,97,1,0,0,0,5,8
2020-04-13,Johor,80,0,0,0,0,17,0
2020-04-13,Kelantan,117,0,0,3,0,2,10
2020-04-13,Melaka,45,0,1,0,3,28,0
2020-04-13,Negeri Sembilan,56,0,0,0,1,11,0
2020-04-13,Pahang,66,0,1,0,8,21,5
2020-04-13,Perlis,54,1,0,0,0,0,2
2020-04-13,Pulau Pinang,58,0,0,0,0,0,0
2020-04-13,Sabah,135,0,1,0,12,49,12
2020-04-13,Sarawak,666,1,0,1,0,180,11
2020-04-13,Selangor,1502,23,31,24,49,437,44
2020-04-13,W.P. Labuan,97,5,0,4,0,5,9
2020-04-14,Johor,80,0,0,0,0,17,0
2020-04-14,Kelantan,117,0,0,1,0,2,9
2020-04-14,Melaka,45,0,1,0,4,24,0
2020-04-14,Negeri Sembilan,56,0,6,0,1,16,0
2020-04-14,Pahang,66,0,1,2,2,20,3
2020-04-14,Perlis,54,0,0,0,0,0,2
2020-04-14,Pulau Pinang,58,0,0,0,0,0,0
2020-04-14,Sabah,148,0,6,0,0,55,12
2020-04-14,Sarawak,666,3,0,2,0,187,11
2020-04-14,Selangor,1502,1,20,5,45,423,69
2020-04-14,W.P. Labuan,97,2,0,3,0,5,8
2020-04-15,Johor,80,1,3,0,0,20,1
2020-04-15,Kelantan,117,0,2,4,0,4,8
2020-04-15,Melaka,45,0,0,0,0,23,0
2020-04-15,Negeri Sembilan,56,0,0,0,3,13,0
2020-04-15,Pahang,66,0,6,0,3,23,3
2020-04-15,Perlis,54,0,0,0,0,0,2
2020-04-15,Pulau Pinang,58,0,0,0,0,0,0
2020-04-15,Sabah,148,0,1,7,10,46,5
2020-04-15,Sarawak,666,1,0,2,0,191,10
2020-04-15,Selangor,1502,1,37,21,60,424,37
2020-04-15,W.P. Labuan,92,0,0,1,1,4,7
2020-04-16,Johor,80,0,0,0,0,21,1
2020-04-16,Kelantan,117,14,0,0,0,4,22
2020-04-16,Melaka,45,0,0,0,0,20,0
2020-04-16,Negeri Sembilan,56,0,6,0,2,17,0
2020-04-16,Pahang,66,0,9,0,4,28,3
2020-04-16,Perlis,54,0,0,2,0,0,0
2020-04-16,Pulau Pinang,58,0,0,0,0,0,0
2020-04-16,Sabah,148,0,0,0,9,37,5
2020-04-16,Sarawak,666,1,0,0,0,203,11
2020-04-16,Selangor,1530,0,48,10,92,391,26
2020-04-16,W.P. Labuan,78,1,0,0,0,4,8
2020-04-17,Johor,80,0,12,0,0,32,1
2020-04-17,Kelantan,117,0,1,6,1,4,16
2020-04-17,Melaka,45,0,4,0,0,22,0
2020-04-17,Negeri Sembilan,56,0,3,0,1,19,0
2020-04-17,Pahang,120,3,32,0,15,45,6
2020-04-17,Perlis,54,0,0,0,0,0,0
2020-04-17,Pulau Pinang,58,0,0,0,0,0,0
2020-04-17,Sabah,148,0,2,0,5,34,5
2020-04-17,Sarawak,666,3,0,1,0,203,13
2020-04-17,Selangor,1530,1,16,0,71,357,15
2020-04-17,W.P. Labuan,70,16,2,4,2,4,20
2020-04-18,Johor,80,0,4,1,0,36,0
2020-04-18,Kelantan,117,0,0,0,0,0,16
2020-04-18,Melaka,45,0,3,0,0,25,0
2020-04-18,Negeri Sembilan,56,0,3,0,1,21,0
2020-04-18,Pahang,120,0,9,2,4,50,4
2020-04-18,Perlis,54,0,0,0,0,0,0
2020-04-18,Pulau Pinang,58,0,0,0,0,0,0
2020-04-18,Sabah,148,0,0,2,3,31,3
2020-04-18,Sarawak,666,4,0,7,0,216,10
2020-04-18,Selangor,1530,0,8,13,28,336,7
2020-04-18,W.P. Labuan,70,0,0,0,0,4,20
2020-04-19,Johor,80,0,1,0,0,37,0
2020-04-19,Kelantan,117,0,0,2,0,0,14
2020-04-19,Melaka,45,0,0,0,4,21,0
2020-04-19,Negeri Sembilan,56,0,0,0,2,19,0
2020-04-19,Pahang,144,1,15,1,5,60,4
2020-04-19,Perlis,54,0,0,0,0,0,0
2020-04-19,Pulau Pinang,58,0,0,0,0,0,0
2020-04-19,Sabah,148,0,0,2,10,21,1
2020-04-19,Sarawak,666,0,0,0,0,215,10
2020-04-19,Selangor,1530,0,3,1,49,295,4
2020-04-19,W.P. Labuan,70,0,0,0,0,4,20
2020-04-20,Johor,146,0,7,0,0,44,0
2020-04-20,Kelantan,117,1,0,0,0,0,15
2020-04-20,Melaka,45,0,6,0,7,20,0
2020-04-20,Negeri Sembilan,56,0,0,0,3,16,0
2020-04-20,Pahang,144,3,17,0,5,72,7
2020-04-20,Perlis,54,0,0,0,0,0,0
2020-04-20,Pulau Pinang,58,0,0,0,0,0,0
2020-04-20,Sabah,148,0,3,0,3,21,1
2020-04-20,Sarawak,666,2,0,8,0,216,4
2020-04-20,Selangor,1530,0,20,1,68,249,4
2020-04-20,W.P. Labuan,70,0,0,1,1,3,17
2020-04-21,Johor,146,0,5,0,0,49,0
2020-04-21,Kelantan,117,2,0,1,0,0,16
2020-04-21,Melaka,45,0,0,0,0,20,0
2020-04-21,Negeri Sembilan,56,0,7,0,0,23,0
2020-04-21,Pahang,144,0,5,2,2,75,5
2020-04-21,Perlis,54,0,0,0,0,0,0
2020-04-21,Pulau Pinang,58,0,0,0,0,0,0
2020-04-21,Sabah,148,0,2,0,8,15,1
2020-04-21,Sarawak,666,1,0,1,0,217,4
2020-04-21,Selangor,2134,0,7,2,31,227,3
2020-04-21,W.P. Labuan,70,0,0,0,0,3,17
2020-04-22,Johor,146,0,18,0,0,67,0
2020-04-22,Kelantan,117,0,0,0,0,0,16
2020-04-22,Melaka,45,0,0,0,1,19,0
2020-04-22,Negeri Sembilan,56,0,2,0,3,22,0
2020-04-22,Pahang,144,0,4,0,2,77,5
2020-04-22,Perlis,54,0,0,0,0,0,0
2020-04-22,Pulau Pinang,58,0,0,0,0,0,0
2020-04-22,Sabah,148,0,0,0,1,14,1
2020-04-22,Sarawak,666,0,0,2,0,214,2
2020-04-22,Selangor,2134,0,0,0,35,198,3
2020-04-22,W.P. Labuan,70,2,0,0,0,3,19
2020-04-23,Johor,146,0,15,0,0,82,0
2020-04-23,Kelantan,117,0,0,10,0,0,6
2020-04-23,Melaka,45,0,0,0,4,15,0
2020-04-23,Negeri Sembilan,56,0,0,0,1,21,0
2020-04-23,Pahang,144,0,0,0,1,76,5
2020-04-23,Perlis,54,0,0,0,0,0,0
2020-04-23,Pulau Pinang,58,0,0,0,0,0,0
2020-04-23,Sabah,148,9,0,0,0,14,10
2020-04-23,Sarawak,666,2,0,0,0,199,4
2020-04-23,Selangor,2134,0,10,0,30,182,3
2020-04-23,W.P. Labuan,70,4,0,0,0,3,21
2020-04-24,Johor,146,0,5,0,0,87,0
2020-04-24,Kelantan,117,0,0,1,0,0,5
2020-04-24,Melaka,45,0,0,0,4,11,0
2020-04-24,Negeri Sembilan,56,0,0,0,0,21,0
2020-04-24,Pahang,144,2,6,0,0,82,7
2020-04-24,Perlis,54,0,0,0,0,0,0
2020-04-24,Pulau Pinang,58,0,0,0,0,0,0
2020-04-24,Sabah,148,0,0,1,0,14,9
2020-04-24,Sarawak,666,2,0,0,0,186,6
2020-04-24,Selangor,2134,0,9,0,30,162,3
2020-04-24,W.P. Labuan,70,1,0,4,0,3,18
2020-04-25,Johor,146,0,5,0,1,91,0
2020-04-25,Kelantan,117,2,0,0,0,0,7
2020-04-25,Melaka,45,0,0,0,2,9,0
2020-04-25,Negeri Sembilan,56,0,0,0,6,15,0
2020-04-25,Pahang,144,0,6,1,3,85,6
2020-04-25,Perlis,54,0,0,0,0,0,0
2020-04-25,Pulau Pinang,58,0,0,0,0,0,0
2020-04-25,Sabah,148,0,0,0,0,14,9
2020-04-25,Sarawak,901,2,0,2,0,197,6
2020-04-25,Selangor,2134,0,31,0,14,184,0
2020-04-25,W.P. Labuan,70,1,0,12,1,2,7
2020-04-26,Johor,146,0,14,0,0,105,0
2020-04-26,Kelantan,117,0,0,0,0,0,7
2020-04-26,Melaka,45,0,0,0,1,8,0
2020-04-26,Negeri Sembilan,56,0,0,0,6,9,0
2020-04-26,Pahang,144,2,3,2,6,82,6
2020-04-26,Perlis,54,0,0,0,0,0,0
2020-04-26,Pulau Pinang,58,0,0,0,0,0,0
2020-04-26,Sabah,148,0,0,0,1,13,9
2020-04-26,Sarawak,901,0,0,2,0,181,4
2020-04-26,Selangor,2134,0,1,0,20,139,33
2020-04-26,W.P. Labuan,70,1,0,1,0,2,7
2020-04-27,Johor,146,0,0,0,0,104,0
2020-04-27,Kelantan,117,0,0,0,0,0,7
2020-04-27,Melaka,45,0,0,0,0,8,0
2020-04-27,Negeri Sembilan,56,0,0,0,3,6,0
2020-04-27,Pahang,144,0,8,0,1,89,6
2020-04-27,Perlis,54,0,0,0,0,0,0
2020-04-27,Pulau Pinang,58,0,0,0,0,0,0
2020-04-27,Sabah,148,1,4,2,1,16,8
2020-04-27,Sarawak,901,0,0,1,0,186,2
2020-04-27,Selangor,2134,0,0,0,39,139,0
2020-04-27,W.P. Labuan,70,0,0,0,0,2,7
2020-04-28,Johor,146,0,0,0,0,104,0
2020-04-28,Kelantan,117,0,0,2,0,0,5
2020-04-28,Melaka,45,0,0,0,1,7,0
2020-04-28,Negeri Sembilan,56,0,0,0,0,6,0
2020-04-28,Pahang,144,0,9,1,0,98,5
2020-04-28,Perlis,54,0,0,0,0,0,0
2020-04-28,Pulau Pinang,58,0,0,0,0,0,0
2020-04-28,Sabah,148,2,7,2,1,22,8
2020-04-28,Sarawak,901,0,1,0,0,185,2
2020-04-28,Selangor,2134,0,29,0,25,142,0
2020-04-28,W.P. Labuan,70,1,0,1,0,2,7
2020-04-29,Johor,146,0,0,0,1,103,0
2020-04-29,Kelantan,117,0,0,0,0,0,5
2020-04-29,Melaka,45,0,0,0,0,7,0
2020-04-29,Negeri Sembilan,56,0,0,0,0,6,0
2020-04-29,Pahang,144,0,0,0,3,95,5
2020-04-29,Perlis,54,0,0,0,0,0,0
2020-04-29,Pulau Pinang,58,0,0,0,0,0,0
2020-04-29,Sabah,148,0,1,0,1,22,8
2020-04-29,Sarawak,901,4,0,2,0,181,4
2020-04-29,Selangor,2134,0,30,0,18,147,0
2020-04-29,W.P. Labuan,70,4,0,4,0,2,7
2020-04-30,Johor,146,0,0,0,2,101,0
2020-04-30,Kelantan,117,0,0,5,0,0,0
2020-04-30,Melaka,45,0,0,0,0,7,0
2020-04-30,Negeri Sembilan,56,0,0,0,5,0,0
2020-04-30,Pahang,144,1,5,4,36,64,2
2020-04-30,Perlis,54,0,0,0,0,0,0
2020-04-30,Pulau Pinang,58,0,0,0,0,0,0
2020-04-30,Sabah,148,0,1,3,4,19,5
2020-04-30,Sarawak,901,2,0,2,0,182,4
2020-04-30,Selangor,2134,0,63,0,13,195,0
2020-04-30,W.P. Labuan,70,1,0,2,0,2,6
2020-05-01,Johor,146,0,0,0,14,87,0
2020-05-01,Kelantan,117,0,0,0,0,0,0
2020-05-01,Melaka,45,0,0,0,4,3,0
2020-05-01,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-01,Pahang,146,32,24,0,32,56,34
2020-05-01,Perlis,54,0,0,0,0,0,0
2020-05-01,Pulau Pinang,58,0,0,0,0,0,0
2020-05-01,Sabah,148,0,0,0,0,19,5
2020-05-01,Sarawak,901,0,0,3,0,154,1
2020-05-01,Selangor,2134,0,65,0,21,239,0
2020-05-01,W.P. Labuan,70,1,0,3,0,2,4
2020-05-02,Johor,146,0,0,0,2,84,0
2020-05-02,Kelantan,117,0,0,0,0,0,0
2020-05-02,Melaka,45,0,0,0,1,2,0
2020-05-02,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-02,Pahang,146,0,1,0,3,54,34
2020-05-02,Perlis,54,0,0,0,0,0,0
2020-05-02,Pulau Pinang,58,0,0,0,0,0,0
2020-05-02,Sabah,148,0,0,0,2,17,5
2020-05-02,Sarawak,901,2,0,0,0,137,3
2020-05-02,Selangor,2134,0,14,0,13,278,0
2020-05-02,W.P. Labuan,70,2,0,2,2,0,4
2020-05-03,Johor,146,0,0,0,12,72,0
2020-05-03,Kelantan,117,0,0,0,0,0,0
2020-05-03,Melaka,45,0,0,0,0,2,0
2020-05-03,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-03,Pahang,146,0,0,10,10,44,24
2020-05-03,Perlis,54,0,0,0,0,0,0
2020-05-03,Pulau Pinang,58,0,0,0,0,0,0
2020-05-03,Sabah,148,0,0,2,5,12,3
2020-05-03,Sarawak,901,0,0,0,0,128,2
2020-05-03,Selangor,2134,0,24,0,10,310,0
2020-05-03,W.P. Labuan,70,0,0,0,0,0,4
2020-05-04,Johor,146,0,0,0,3,69,0
2020-05-04,Kelantan,117,0,0,0,0,0,0
2020-05-04,Melaka,45,0,13,0,1,14,0
2020-05-04,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-04,Pahang,146,0,0,7,1,43,17
2020-05-04,Perlis,54,0,0,0,0,0,0
2020-05-04,Pulau Pinang,58,0,0,0,0,0,0
2020-05-04,Sabah,148,0,0,2,1,11,1
2020-05-04,Sarawak,901,2,0,1,0,120,3
2020-05-04,Selangor,2134,0,19,0,14,319,0
2020-05-04,W.P. Labuan,62,0,0,0,0,0,4
2020-05-05,Johor,146,0,0,0,4,65,0
2020-05-05,Kelantan,117,0,0,0,0,0,0
2020-05-05,Melaka,45,0,0,0,11,3,0
2020-05-05,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-05,Pahang,146,0,5,16,6,42,1
2020-05-05,Perlis,54,0,0,0,0,0,0
2020-05-05,Pulau Pinang,58,0,0,0,0,0,0
2020-05-05,Sabah,148,0,0,0,0,10,1
2020-05-05,Sarawak,901,2,0,0,0,119,5
2020-05-05,Selangor,2134,0,20,0,50,312,0
2020-05-05,W.P. Labuan,70,1,0,2,0,0,3
2020-05-06,Johor,146,0,0,0,6,59,0
2020-05-06,Kelantan,117,0,0,0,0,0,0
2020-05-06,Melaka,45,0,0,0,1,2,0
2020-05-06,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-06,Pahang,146,3,5,1,5,42,3
2020-05-06,Perlis,54,0,0,0,0,0,0
2020-05-06,Pulau Pinang,58,0,0,0,0,0,0
2020-05-06,Sabah,148,0,0,0,2,8,1
2020-05-06,Sarawak,901,1,0,1,0,105,5
2020-05-06,Selangor,2134,0,21,0,14,329,0
2020-05-06,W.P. Labuan,70,0,0,0,0,0,3
2020-05-07,Johor,146,0,0,0,10,49,0
2020-05-07,Kelantan,117,0,0,0,0,0,0
2020-05-07,Melaka,45,0,3,0,0,6,0
2020-05-07,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-07,Pahang,146,0,0,0,2,40,3
2020-05-07,Perlis,54,0,0,0,0,0,0
2020-05-07,Pulau Pinang,58,0,0,0,0,0,0
2020-05-07,Sabah,148,0,0,0,2,6,1
2020-05-07,Sarawak,901,1,0,3,0,112,3
2020-05-07,Selangor,2134,0,20,0,32,326,0
2020-05-07,W.P. Labuan,70,5,0,0,0,0,8
2020-05-08,Johor,146,0,0,0,9,40,0
2020-05-08,Kelantan,117,0,0,0,0,0,0
2020-05-08,Melaka,45,0,5,0,0,11,0
2020-05-08,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-08,Pahang,146,0,8,0,2,46,3
2020-05-08,Perlis,54,0,0,0,0,0,0
2020-05-08,Pulau Pinang,58,0,0,0,0,0,0
2020-05-08,Sabah,148,0,0,0,0,2,2
2020-05-08,Sarawak,901,0,0,0,0,113,3
2020-05-08,Selangor,2134,0,37,0,47,322,0
2020-05-08,W.P. Labuan,70,0,0,4,0,0,4
2020-05-09,Johor,146,0,0,0,1,39,0
2020-05-09,Kelantan,117,0,0,0,0,0,0
2020-05-09,Melaka,45,0,1,0,1,11,0
2020-05-09,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-09,Pahang,146,0,2,1,21,27,2
2020-05-09,Perlis,54,1,0,0,0,0,1
2020-05-09,Pulau Pinang,58,0,0,0,0,0,0
2020-05-09,Sabah,148,0,0,2,2,0,2
2020-05-09,Sarawak,901,2,0,1,0,101,4
2020-05-09,Selangor,2134,0,20,0,17,336,0
2020-05-09,W.P. Labuan,70,0,0,0,0,0,4
2020-05-10,Johor,146,0,0,0,0,38,0
2020-05-10,Kelantan,117,0,0,0,0,0,0
2020-05-10,Melaka,45,0,0,0,0,11,0
2020-05-10,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-10,Pahang,146,0,0,0,0,27,2
2020-05-10,Perlis,54,0,0,0,0,0,1
2020-05-10,Pulau Pinang,58,0,0,0,0,0,0
2020-05-10,Sabah,148,0,0,0,0,0,2
2020-05-10,Sarawak,901,2,0,0,0,88,6
2020-05-10,Selangor,2134,0,4,0,29,309,3
2020-05-10,W.P. Labuan,70,0,0,0,0,0,4
2020-05-11,Johor,146,0,0,0,0,37,0
2020-05-11,Kelantan,117,0,0,0,0,0,0
2020-05-11,Melaka,45,0,0,0,0,11,0
2020-05-11,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-11,Pahang,146,0,5,0,4,28,2
2020-05-11,Perlis,54,1,0,0,0,0,2
2020-05-11,Pulau Pinang,58,0,0,0,0,0,0
2020-05-11,Sabah,148,0,0,0,1,1,0
2020-05-11,Sarawak,901,1,0,0,0,87,7
2020-05-11,Selangor,2134,0,24,0,78,256,19
2020-05-11,W.P. Labuan,70,0,0,0,0,0,4
2020-05-12,Johor,146,0,0,0,2,34,0
2020-05-12,Kelantan,117,0,0,0,0,0,0
2020-05-12,Melaka,45,0,1,0,0,12,0
2020-05-12,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-12,Pahang,146,0,6,0,0,34,2
2020-05-12,Perlis,54,0,0,0,0,0,2
2020-05-12,Pulau Pinang,58,0,0,0,0,0,0
2020-05-12,Sabah,148,0,0,0,0,1,0
2020-05-12,Sarawak,901,0,0,0,0,84,7
2020-05-12,Selangor,2134,0,1,0,19,240,19
2020-05-12,W.P. Labuan,70,0,0,0,0,0,4
2020-05-13,Johor,146,0,0,0,0,33,0
2020-05-13,Kelantan,117,0,0,0,0,0,0
2020-05-13,Melaka,45,0,0,0,2,10,0
2020-05-13,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-13,Pahang,146,0,2,0,4,32,2
2020-05-13,Perlis,54,1,0,0,0,0,3
2020-05-13,Pulau Pinang,58,0,0,0,0,0,0
2020-05-13,Sabah,148,0,0,0,0,1,0
2020-05-13,Sarawak,901,0,0,3,0,72,4
2020-05-13,Selangor,2134,0,33,0,22,262,18
2020-05-13,W.P. Labuan,70,0,0,4,0,0,0
2020-05-14,Johor,146,0,0,0,0,16,0
2020-05-14,Kelantan,117,0,0,0,0,0,0
2020-05-14,Melaka,45,0,0,0,1,9,0
2020-05-14,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-14,Pahang,146,1,0,0,0,32,3
2020-05-14,Perlis,54,0,0,1,0,0,2
2020-05-14,Pulau Pinang,58,0,0,0,0,0,0
2020-05-14,Sabah,148,0,0,0,0,1,0
2020-05-14,Sarawak,901,2,0,0,0,65,6
2020-05-14,Selangor,2134,0,28,0,31,259,18
2020-05-14,W.P. Labuan,70,0,0,0,0,0,0
2020-05-15,Johor,146,0,0,0,1,5,0
2020-05-15,Kelantan,117,0,0,0,0,0,0
2020-05-15,Melaka,45,0,6,0,0,15,0
2020-05-15,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-15,Pahang,146,0,0,1,0,32,2
2020-05-15,Perlis,54,0,0,0,0,0,2
2020-05-15,Pulau Pinang,58,0,0,0,0,0,0
2020-05-15,Sabah,148,0,0,0,0,1,0
2020-05-15,Sarawak,901,2,0,0,0,61,8
2020-05-15,Selangor,2134,0,20,0,42,255,0
2020-05-15,W.P. Labuan,70,1,0,0,0,0,1
2020-05-16,Johor,146,0,0,0,0,5,0
2020-05-16,Kelantan,117,0,0,0,0,0,0
2020-05-16,Melaka,45,0,0,0,3,12,0
2020-05-16,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-16,Pahang,146,0,0,2,10,22,0
2020-05-16,Perlis,54,0,0,0,0,0,1
2020-05-16,Pulau Pinang,58,0,0,0,0,0,0
2020-05-16,Sabah,148,0,0,0,1,0,0
2020-05-16,Sarawak,901,1,0,2,0,43,7
2020-05-16,Selangor,2134,0,48,0,18,286,0
