date,state,beds,admitted_pui,admitted_covid,discharge_pui,discharge_covid,pkrc_covid,pkrc_pui
2021-06-13,Melaka,1778,0,109,1,118,574,0
2021-06-13,Negeri Sembilan,2248,0,167,0,171,911,0
2021-06-13,Pahang,2908,6,89,6,90,589,25
2021-06-13,Perak,1047,0,38,0,71,490,0
2021-06-13,Perlis,314,0,0,0,0,8,0
2021-06-13,Pulau Pinang,1457,0,83,0,134,525,0
2021-06-13,Sabah,2349,9,303,9,242,1385,45
2021-06-13,Sarawak,7609,0,57,0,97,3657,468
2021-06-13,Selangor,5328,0,712,3,620,3230,4
2021-06-13,Terengganu,2662,12,55,27,151,518,67
2021-06-13,W.P. Labuan,539,0,2,1,0,113,22
2021-06-14,Johor,2084,0,152,0,177,1020,0
2021-06-14,Kedah,540,0,95,0,30,261,1
2021-06-14,Kelantan,2730,7,118,10,156,1280,77
2021-06-14,Melaka,1778,0,86,0,126,534,0
2021-06-14,Negeri Sembilan,2248,0,115,0,216,794,0
2021-06-14,Pahang,2908,1,50,3,82,567,24
2021-06-14,Perak,1047,0,63,0,73,477,0
2021-06-14,Perlis,314,0,2,0,2,8,0
2021-06-14,Pulau Pinang,1457,0,172,0,101,572,0
2021-06-14,Sabah,2247,5,222,0,220,1316,34
2021-06-14,Sarawak,7609,5,37,2,37,3619,452
2021-06-14,Selangor,5328,1,536,0,589,3178,5
2021-06-14,Terengganu,2662,2,27,15,123,421,59
2021-06-14,W.P. Labuan,807,11,0,0,0,154,109
2021-06-15,Johor,2084,0,106,0,180,953,0
2021-06-15,Kedah,540,0,53,0,31,276,0
2021-06-15,Kelantan,2730,9,128,8,141,1267,78
2021-06-15,Melaka,1778,0,62,0,81,515,0
2021-06-15,Negeri Sembilan,2345,0,120,0,152,756,0
2021-06-15,Pahang,2908,2,44,3,158,451,23
2021-06-15,Perak,1007,0,58,0,118,412,0
2021-06-15,Perlis,314,0,0,0,1,7,0
2021-06-15,Pulau Pinang,1457,0,138,0,104,610,0
2021-06-15,Sabah,2467,7,207,5,188,1389,45
2021-06-15,Sarawak,7620,10,56,0,33,3592,441
2021-06-15,Selangor,5328,4,660,1,486,3352,8
2021-06-15,Terengganu,2662,18,75,15,89,407,62
2021-06-15,W.P. Labuan,807,0,7,0,0,166,108
2021-06-16,Johor,2084,0,146,0,77,1019,0
2021-06-16,Kedah,540,0,64,0,42,306,0
2021-06-16,Kelantan,2730,14,150,16,205,1215,76
2021-06-16,Melaka,1778,0,93,0,100,508,0
2021-06-16,Negeri Sembilan,2345,0,174,0,146,774,0
2021-06-16,Pahang,2908,0,17,15,105,363,18
2021-06-16,Perak,1007,0,19,0,84,344,0
2021-06-16,Perlis,314,0,2,0,3,5,0
2021-06-16,Pulau Pinang,1877,0,110,0,49,641,0
2021-06-16,Sabah,2509,9,263,8,179,1462,47
2021-06-16,Sarawak,8081,0,78,0,81,3621,887
2021-06-16,Selangor,5328,2,881,0,425,3810,8
2021-06-16,Terengganu,2662,14,36,18,90,353,58
2021-06-16,W.P. Labuan,649,4,6,4,0,210,60
2021-06-17,Johor,2084,0,209,0,169,1057,0
2021-06-17,Kedah,540,0,37,0,37,306,0
2021-06-17,Kelantan,2730,7,106,11,196,1135,72
2021-06-17,Melaka,1778,0,86,0,58,536,0
2021-06-17,Negeri Sembilan,2345,0,229,0,72,909,0
2021-06-17,Pahang,2908,1,35,6,84,314,13
2021-06-17,Perak,1007,0,11,0,21,330,0
2021-06-17,Perlis,314,0,0,0,0,5,0
2021-06-17,Pulau Pinang,1877,0,49,0,80,609,0
2021-06-17,Sabah,2744,8,145,8,257,1307,41
2021-06-17,Sarawak,7901,34,99,1,40,3796,880
2021-06-17,Selangor,5328,7,806,1,517,4099,14
2021-06-17,Terengganu,2662,8,44,21,82,315,44
2021-06-17,W.P. Labuan,649,0,17,0,0,229,59
2021-06-18,Johor,2084,0,237,0,149,1142,0
2021-06-18,Kedah,540,0,65,0,36,329,0
2021-06-18,Kelantan,2716,5,97,5,142,1088,72
2021-06-18,Melaka,1778,0,69,0,121,477,0
2021-06-18,Negeri Sembilan,2345,0,200,0,125,966,0
2021-06-18,Pahang,2908,0,261,2,70,289,11
2021-06-18,Perak,1007,0,109,0,47,389,0
2021-06-18,Perlis,314,0,0,0,0,5,0
2021-06-18,Pulau Pinang,1877,0,45,0,113,546,0
2021-06-18,Sabah,2744,8,173,5,189,1285,48
2021-06-18,Sarawak,8081,2,44,4,115,3895,915
2021-06-18,Selangor,5328,1,790,0,762,4129,12
2021-06-18,Terengganu,2480,14,61,11,61,315,44
2021-06-18,W.P. Labuan,649,10,15,2,31,235,63
2021-06-19,Johor,2084,0,119,0,154,1100,0
2021-06-19,Kedah,540,0,28,0,19,320,0
2021-06-19,Kelantan,2716,7,109,6,203,994,71
2021-06-19,Melaka,1778,0,105,0,77,500,0
2021-06-19,Negeri Sembilan,2395,0,263,0,144,1034,0
2021-06-19,Pahang,1228,42,5,10,35,89,119
2021-06-19,Perak,1107,0,64,0,81,368,0
2021-06-19,Perlis,314,0,0,0,2,3,0
2021-06-19,Pulau Pinang,1877,0,141,0,84,604,0
2021-06-19,Sabah,2684,11,149,6,254,1148,44
2021-06-19,Sarawak,8081,9,74,3,52,3866,911
2021-06-19,Selangor,5328,2,1699,2,811,4035,11
2021-06-19,Terengganu,2178,18,21,7,44,289,53
2021-06-19,W.P. Labuan,649,12,14,0,0,219,74
2021-06-20,Johor,2084,0,124,0,122,1094,0
2021-06-20,Kedah,540,0,43,0,28,334,0
2021-06-20,Kelantan,2716,8,99,4,150,943,75
2021-06-20,Melaka,1778,0,76,0,89,487,0
2021-06-20,Negeri Sembilan,2395,0,265,0,136,1179,0
2021-06-20,Pahang,2908,0,44,4,46,285,10
2021-06-20,Perak,1107,0,117,0,49,436,0
2021-06-20,Perlis,314,0,0,0,1,0,0
2021-06-20,Pulau Pinang,1877,0,72,0,106,572,0
2021-06-20,Sabah,2655,11,210,2,189,1153,46
2021-06-20,Sarawak,8081,6,39,0,77,3772,862
2021-06-20,Selangor,5668,3,858,2,690,4206,9
2021-06-20,Terengganu,2178,7,48,21,58,279,39
2021-06-20,W.P. Labuan,649,7,32,3,19,234,78
2021-06-21,Johor,2084,0,290,0,124,1248,0
2021-06-21,Kedah,540,0,42,0,93,280,0
2021-06-21,Kelantan,2716,13,123,9,139,927,79
2021-06-21,Melaka,1782,0,141,0,73,555,0
2021-06-21,Negeri Sembilan,2395,0,113,0,147,1132,0
2021-06-21,Pahang,2908,3,52,4,48,289,11
2021-06-21,Perak,1107,0,159,0,70,524,0
2021-06-21,Perlis,314,0,0,0,0,0,0
2021-06-21,Pulau Pinang,1877,0,94,0,163,504,0
2021-06-21,Sabah,2655,7,127,9,204,1059,45
2021-06-21,Sarawak,8081,190,41,5,43,3868,1054
2021-06-21,Selangor,5668,0,503,0,766,3944,8
2021-06-21,Terengganu,1786,11,9,2,40,248,48
2021-06-21,W.P. Labuan,670,7,25,5,0,245,69
2021-06-22,Johor,2084,0,275,0,103,1408,0
2021-06-22,Kedah,540,0,35,0,93,250,0
2021-06-22,Kelantan,2716,11,131,18,119,939,72
2021-06-22,Melaka,1782,0,166,0,78,643,0
2021-06-22,Negeri Sembilan,2395,0,165,0,126,1158,0
2021-06-22,Pahang,2908,3,47,3,47,272,11
2021-06-22,Perak,1107,0,30,0,11,537,0
2021-06-22,Perlis,314,0,0,0,0,0,0
2021-06-22,Pulau Pinang,1877,0,41,0,141,429,0
2021-06-22,Sabah,2612,3,95,2,196,968,45
2021-06-22,Sarawak,8098,100,27,305,47,3614,1079
2021-06-22,Selangor,5668,5,734,0,637,4044,10
2021-06-22,Terengganu,1604,10,12,9,40,218,49
2021-06-22,W.P. Labuan,670,9,47,3,18,268,68
2021-06-23,Johor,2084,0,126,0,101,1389,0
2021-06-23,Kedah,540,17,47,0,53,236,17
2021-06-23,Kelantan,2616,10,118,5,138,919,77
2021-06-23,Melaka,1782,0,94,0,65,634,0
2021-06-23,Negeri Sembilan,2395,0,128,0,156,1127,0
2021-06-23,Pahang,2908,2,71,1,32,307,13
2021-06-23,Perak,1157,0,48,0,14,569,0
2021-06-23,Perlis,314,0,0,0,0,0,0
2021-06-23,Pulau Pinang,1877,0,167,0,67,541,0
2021-06-23,Sabah,2612,6,163,4,198,928,49
2021-06-23,Sarawak,8098,2,50,40,97,3727,885
2021-06-23,Selangor,5668,5,730,1,494,4332,10
2021-06-23,Terengganu,1604,10,25,9,44,200,51
2021-06-23,W.P. Labuan,670,0,6,2,29,258,58
2021-06-24,Johor,2359,0,217,0,167,1431,0
2021-06-24,Kedah,540,0,81,0,25,262,17
2021-06-24,Kelantan,2616,10,47,6,161,805,81
2021-06-24,Melaka,1782,0,111,0,90,655,0
2021-06-24,Negeri Sembilan,2395,0,149,0,91,1173,0
2021-06-24,Pahang,2908,4,99,0,46,391,14
2021-06-24,Perak,1157,0,22,0,33,555,0
2021-06-24,Perlis,314,0,0,0,0,0,0
2021-06-24,Pulau Pinang,1877,0,46,0,77,509,0
2021-06-24,Sabah,2612,9,146,11,150,917,50
2021-06-24,Sarawak,8198,1,30,3,70,3746,885
2021-06-24,Selangor,5668,5,823,4,689,4469,8
2021-06-24,Terengganu,1604,6,20,17,45,175,40
2021-06-24,W.P. Labuan,670,9,36,0,16,278,62
2021-06-25,Johor,2388,0,199,0,158,1463,0
2021-06-25,Kedah,540,0,66,0,46,280,17
2021-06-25,Kelantan,2604,7,92,3,96,801,85
2021-06-25,Melaka,1782,0,95,0,88,662,0
2021-06-25,Negeri Sembilan,2395,0,220,0,156,1126,0
2021-06-25,Pahang,2908,14,162,3,44,505,25
2021-06-25,Perak,807,0,25,0,61,183,0
2021-06-25,Perlis,314,0,0,0,0,0,0
2021-06-25,Pulau Pinang,1877,0,55,0,148,416,0
2021-06-25,Sabah,2642,7,98,4,179,847,46
2021-06-25,Sarawak,8198,2,146,4,42,3713,848
2021-06-25,Selangor,5668,4,916,3,862,4528,4
2021-06-25,Terengganu,1604,6,24,16,46,153,30
2021-06-25,W.P. Labuan,670,9,58,7,37,277,68
2021-06-26,Johor,2388,0,128,0,201,1386,0
2021-06-26,Kedah,540,0,72,0,27,318,5
2021-06-26,Kelantan,2604,5,51,15,136,714,75
2021-06-26,Melaka,1782,0,167,0,64,765,0
2021-06-26,Negeri Sembilan,2395,0,304,0,174,1244,0
2021-06-26,Pahang,2908,3,76,3,23,563,24
2021-06-26,Perak,1157,0,26,0,106,338,0
2021-06-26,Perlis,314,0,0,0,0,0,0
2021-06-26,Pulau Pinang,1877,0,205,0,73,552,0
2021-06-26,Sabah,2714,8,137,5,111,855,47
2021-06-26,Sarawak,8198,2,29,1,61,3728,852
2021-06-26,Selangor,5668,1,890,0,853,4565,5
2021-06-26,Terengganu,1604,8,26,9,23,156,29
2021-06-26,W.P. Labuan,670,8,33,5,0,266,69
2021-06-27,Johor,2388,0,139,0,244,1278,0
2021-06-27,Kedah,540,0,49,0,30,321,0
2021-06-27,Kelantan,2563,10,62,15,100,676,70
2021-06-27,Melaka,1782,0,189,0,74,866,0
2021-06-27,Negeri Sembilan,2395,0,205,0,134,1303,0
2021-06-27,Pahang,2908,3,154,0,10,707,24
2021-06-27,Perak,1157,0,32,0,14,349,0
2021-06-27,Perlis,314,0,0,0,0,0,0
2021-06-27,Pulau Pinang,1877,0,117,0,79,587,0
2021-06-27,Sabah,2674,9,171,4,117,872,44
2021-06-27,Sarawak,8030,6,23,0,69,3685,884
2021-06-27,Selangor,5668,1,867,0,798,4634,6
2021-06-27,Terengganu,1604,9,19,13,41,134,25
2021-06-27,W.P. Labuan,670,4,41,0,78,271,69
2021-06-28,Johor,2493,0,164,0,227,1203,0
2021-06-28,Kedah,540,0,37,0,37,322,0
2021-06-28,Kelantan,2563,10,90,8,99,667,72
2021-06-28,Melaka,1782,0,107,0,190,798,0
2021-06-28,Negeri Sembilan,2395,0,113,0,189,1221,0
2021-06-28,Pahang,2908,1,83,6,6,781,23
2021-06-28,Perak,1157,0,45,0,54,334,0
2021-06-28,Perlis,314,0,0,0,0,0,0
2021-06-28,Pulau Pinang,1877,0,89,0,81,589,0
2021-06-28,Sabah,2714,11,301,9,152,1042,39
2021-06-28,Sarawak,8030,1,16,1,44,3492,905
2021-06-28,Selangor,5668,8,667,0,684,4620,11
2021-06-28,Terengganu,1604,1,12,4,11,135,22
2021-06-28,W.P. Labuan,476,27,26,0,0,242,65
2021-06-29,Johor,2493,0,153,0,217,1130,0
2021-06-29,Kedah,540,0,36,0,38,312,0
2021-06-29,Kelantan,2563,6,78,11,92,663,67
2021-06-29,Melaka,1782,0,78,0,125,750,0
2021-06-29,Negeri Sembilan,2395,0,125,0,202,1139,0
2021-06-29,Pahang,2908,2,99,0,12,868,24
2021-06-29,Perak,1157,4,126,0,34,423,4
2021-06-29,Perlis,314,0,0,0,0,0,0
2021-06-29,Pulau Pinang,1877,0,78,0,71,605,0
2021-06-29,Sabah,2564,11,144,5,133,1044,53
2021-06-29,Sarawak,8030,6,55,31,48,3395,845
2021-06-29,Selangor,5668,2,809,1,675,4754,12
2021-06-29,Terengganu,1604,5,18,2,12,141,25
2021-06-29,W.P. Labuan,496,5,7,4,0,236,58
2021-06-30,Johor,2493,0,112,0,218,1019,0
2021-06-30,Kedah,540,0,87,0,42,327,0
2021-06-30,Kelantan,2763,11,80,7,115,675,71
2021-06-30,Melaka,1782,0,183,0,133,800,0
2021-06-30,Negeri Sembilan,1995,0,208,0,170,1174,0
2021-06-30,Pahang,2908,0,225,0,101,992,24
2021-06-30,Perak,1157,0,94,0,154,365,2
2021-06-30,Perlis,314,0,0,0,0,0,0
2021-06-30,Pulau Pinang,1877,0,46,0,69,590,0
2021-06-30,Sabah,2564,3,98,8,127,1006,38
2021-06-30,Sarawak,8030,0,10,36,33,3202,743
2021-06-30,Selangor,5668,1,1086,1,672,5169,11
2021-06-30,Terengganu,1604,6,13,3,29,125,28
2021-06-30,W.P. Labuan,496,4,2,19,0,219,47
2021-07-01,Johor,2321,0,103,0,152,964,0
2021-07-01,Kedah,540,0,71,0,55,348,0
2021-07-01,Kelantan,2763,11,96,9,133,638,73
2021-07-01,Melaka,1662,0,181,0,95,886,0
2021-07-01,Negeri Sembilan,2395,0,191,0,98,1248,0
2021-07-01,Pahang,2908,10,206,1,71,1126,33
2021-07-01,Perak,1157,0,40,0,16,386,0
2021-07-01,Perlis,314,0,0,0,0,0,0
2021-07-01,Pulau Pinang,1877,0,111,0,84,608,0
2021-07-01,Sabah,2534,10,180,5,152,1059,39
2021-07-01,Sarawak,8030,0,61,3,57,3071,729
2021-07-01,Selangor,5668,3,1157,1,853,5476,10
2021-07-01,Terengganu,1604,5,2,11,21,106,22
2021-07-01,W.P. Labuan,496,2,0,1,0,206,42
2021-07-02,Johor,2292,0,115,0,89,984,0
2021-07-02,Kedah,540,0,61,0,55,346,0
2021-07-02,Kelantan,2299,7,77,8,54,661,72
2021-07-02,Melaka,1782,0,196,0,109,975,0
2021-07-02,Negeri Sembilan,2995,0,166,0,411,991,0
2021-07-02,Pahang,2908,3,208,8,38,1272,28
2021-07-02,Perak,1157,0,67,0,13,438,0
2021-07-02,Perlis,314,0,0,0,0,0,0
2021-07-02,Pulau Pinang,1877,0,119,0,135,577,0
2021-07-02,Sabah,2564,9,214,8,138,1145,43
2021-07-02,Sarawak,7858,1,68,0,40,2900,707
2021-07-02,Selangor,5668,2,653,3,905,5224,9
2021-07-02,Terengganu,1604,1,0,1,10,96,22
2021-07-02,W.P. Labuan,516,12,31,2,22,210,45
2021-07-03,Johor,2292,0,164,0,106,1039,0
2021-07-03,Kedah,540,0,68,0,54,352,0
2021-07-03,Kelantan,2299,7,86,11,100,647,68
2021-07-03,Melaka,1782,0,114,0,109,970,0
2021-07-03,Negeri Sembilan,2995,0,168,0,206,1081,0
2021-07-03,Pahang,2908,4,242,1,34,1459,31
2021-07-03,Perak,1157,0,103,0,28,510,0
2021-07-03,Perlis,314,0,0,0,0,0,0
2021-07-03,Pulau Pinang,1877,0,228,0,105,699,0
2021-07-03,Sabah,2564,8,203,7,117,1202,46
2021-07-03,Sarawak,7858,6,61,2,113,2734,650
2021-07-03,Selangor,5668,0,634,1,1072,4787,7
2021-07-03,Terengganu,1604,5,2,5,26,63,22
2021-07-03,W.P. Labuan,441,0,18,6,33,202,32
2021-07-04,Johor,2397,0,99,0,171,961,0
2021-07-04,Kedah,540,0,59,0,56,356,0
2021-07-04,Kelantan,2299,14,74,14,62,660,68
2021-07-04,Melaka,1742,0,181,0,141,1027,0
2021-07-04,Negeri Sembilan,2898,0,197,0,142,1128,0
2021-07-04,Pahang,2908,10,144,12,34,1303,295
2021-07-04,Perak,1157,0,33,0,34,506,0
2021-07-04,Perlis,314,0,0,0,0,0,0
2021-07-04,Pulau Pinang,1877,0,91,0,107,679,0
2021-07-04,Sabah,2604,6,220,5,136,1297,48
2021-07-04,Sarawak,7858,1,96,180,37,2638,449
2021-07-04,Selangor,5668,0,1059,4,942,4904,3
2021-07-04,Terengganu,1604,4,1,15,22,42,11
2021-07-04,W.P. Labuan,441,17,36,0,37,196,42
2021-07-05,Johor,2397,0,179,0,125,988,0
2021-07-05,Kedah,540,0,64,0,27,373,0
2021-07-05,Kelantan,2299,10,103,11,76,686,68
2021-07-05,Melaka,1749,0,140,0,139,982,0
2021-07-05,Negeri Sembilan,2898,0,141,0,211,1028,0
2021-07-05,Pahang,2908,4,122,0,141,1544,39
2021-07-05,Perak,1157,0,21,0,47,472,0
2021-07-05,Perlis,214,0,0,0,0,0,0
2021-07-05,Pulau Pinang,1877,0,130,0,76,746,0
2021-07-05,Sabah,2540,10,146,4,188,1233,49
2021-07-05,Sarawak,7858,139,25,98,24,2562,483
2021-07-05,Selangor,5668,1,848,1,931,4802,2
2021-07-05,Terengganu,1604,1,38,2,3,77,11
2021-07-05,W.P. Labuan,441,20,20,1,14,202,61
2021-07-06,Johor,2397,0,147,0,120,1008,0
2021-07-06,Kedah,540,0,58,0,39,361,0
2021-07-06,Kelantan,2299,5,76,6,70,692,67
2021-07-06,Melaka,1749,0,109,0,133,958,0
2021-07-06,Negeri Sembilan,2898,0,254,0,238,1016,0
2021-07-06,Pahang,2908,10,127,8,82,1589,41
2021-07-06,Perak,1157,0,45,0,75,439,0
2021-07-06,Perlis,214,0,0,0,0,0,0
2021-07-06,Pulau Pinang,1877,0,113,0,97,750,0
2021-07-06,Sabah,2604,4,155,6,177,1224,44
2021-07-06,Sarawak,8361,0,8,9,72,2649,448
2021-07-06,Selangor,5668,1,687,0,965,4524,3
2021-07-06,Terengganu,1604,4,15,5,21,71,10
2021-07-06,W.P. Labuan,441,3,25,3,34,193,55
2021-07-07,Johor,2397,0,147,0,92,1056,0
2021-07-07,Kedah,540,0,96,0,58,423,0
2021-07-07,Kelantan,2299,17,79,16,93,678,68
2021-07-07,Melaka,1749,0,152,0,66,1033,0
2021-07-07,Negeri Sembilan,2104,0,160,0,134,999,0
2021-07-07,Pahang,2908,4,132,8,147,1574,36
2021-07-07,Perak,1157,0,23,0,52,406,0
2021-07-07,Perlis,214,0,0,0,0,0,0
2021-07-07,Pulau Pinang,1877,0,66,0,47,765,0
2021-07-07,Sabah,2715,5,190,3,181,1219,46
2021-07-07,Sarawak,8361,11,28,2,47,2561,470
2021-07-07,Selangor,5668,3,955,1,720,4760,4
2021-07-07,Terengganu,1604,0,43,3,18,96,7
2021-07-07,W.P. Labuan,441,11,33,6,44,182,58
2021-07-08,Johor,2502,0,142,0,112,1080,0
2021-07-08,Kedah,540,0,32,0,67,413,0
2021-07-08,Kelantan,2299,12,106,9,110,674,71
2021-07-08,Melaka,1749,0,151,0,225,960,0
2021-07-08,Negeri Sembilan,2104,0,215,0,202,993,0
2021-07-08,Pahang,2908,9,171,3,165,1580,42
2021-07-08,Perak,1157,0,80,0,63,420,0
2021-07-08,Perlis,214,0,0,0,0,0,0
2021-07-08,Pulau Pinang,1877,0,90,0,122,762,0
2021-07-08,Sabah,2685,19,253,4,172,1319,64
2021-07-08,Sarawak,8361,5,25,0,32,2425,414
2021-07-08,Selangor,5668,0,663,0,952,4473,2
2021-07-08,Terengganu,1604,6,28,1,0,124,12
2021-07-08,W.P. Labuan,441,18,33,8,26,189,56
2021-07-09,Johor,2502,0,206,0,126,1154,0
2021-07-09,Kedah,540,1,91,0,54,427,1
2021-07-09,Kelantan,2299,9,62,10,86,650,70
2021-07-09,Melaka,1749,0,137,0,124,973,0
2021-07-09,Negeri Sembilan,2104,0,173,0,175,983,0
2021-07-09,Pahang,2908,2,189,0,136,1634,41
2021-07-09,Perak,1157,0,88,0,85,421,2
2021-07-09,Perlis,214,0,0,0,0,0,0
2021-07-09,Pulau Pinang,1877,0,154,0,153,777,0
2021-07-09,Sabah,2695,11,258,5,119,1429,60
2021-07-09,Sarawak,8361,6,68,1,57,2342,414
2021-07-09,Selangor,5668,1,209,0,1077,3606,2
2021-07-09,Terengganu,1604,5,41,2,2,162,16
2021-07-09,W.P. Labuan,441,22,23,2,16,169,66
2021-07-10,Johor,2502,0,183,0,94,1230,0
2021-07-10,Kedah,540,1,62,0,70,408,1
2021-07-10,Kelantan,2299,15,109,9,101,658,76
2021-07-10,Melaka,1749,0,92,0,166,877,0
2021-07-10,Negeri Sembilan,2104,0,173,0,181,963,0
2021-07-10,Pahang,2908,3,114,0,129,1619,41
2021-07-10,Perak,1133,0,51,0,67,378,0
2021-07-10,Perlis,214,0,0,0,0,0,0
2021-07-10,Pulau Pinang,1877,0,70,0,246,610,0
2021-07-10,Sabah,2780,11,251,4,126,1514,71
2021-07-10,Sarawak,8204,1,61,0,83,2213,410
2021-07-10,Selangor,5668,4,269,0,829,3047,5
2021-07-10,Terengganu,1604,8,67,1,5,224,23
2021-07-10,W.P. Labuan,441,0,55,6,29,195,36
2021-07-11,Johor,2502,0,209,0,171,1260,0
2021-07-11,Kedah,540,0,93,0,70,407,0
2021-07-11,Kelantan,2299,10,66,9,69,655,77
2021-07-11,Melaka,1749,0,219,0,221,879,0
2021-07-11,Negeri Sembilan,2104,0,146,0,166,937,0
2021-07-11,Pahang,2908,4,165,0,120,1663,44
2021-07-11,Perak,1157,0,44,0,19,415,1
2021-07-11,Perlis,214,0,0,0,0,0,0
2021-07-11,Pulau Pinang,1877,0,105,0,126,612,0
2021-07-11,Sabah,2922,21,245,8,276,1467,79
2021-07-11,Sarawak,8676,1,36,2,29,2302,393
2021-07-11,Selangor,5668,4,394,0,654,2791,5
2021-07-11,Terengganu,1604,2,47,3,3,268,22
2021-07-11,W.P. Labuan,441,11,10,1,22,155,42
2021-07-12,Johor,2502,0,245,0,119,1368,0
2021-07-12,Kedah,540,0,69,0,44,430,0
2021-07-12,Kelantan,2299,14,103,8,78,680,83
2021-07-12,Melaka,1749,0,187,0,180,886,0
2021-07-12,Negeri Sembilan,2104,0,119,0,210,834,0
2021-07-12,Pahang,2908,6,198,11,152,1704,36
2021-07-12,Perak,1157,0,73,0,89,396,0
2021-07-12,Perlis,214,0,0,0,0,0,0
2021-07-12,Pulau Pinang,1877,0,96,0,132,590,0
2021-07-12,Sabah,2858,13,327,10,164,1561,77
2021-07-12,Sarawak,8676,3,19,3,49,2223,367
2021-07-12,Selangor,5668,3,346,0,690,2447,8
2021-07-12,Terengganu,1604,4,44,1,13,299,25
2021-07-12,W.P. Labuan,441,0,33,2,34,154,32
2021-07-13,Johor,2562,0,202,0,100,1467,0
2021-07-13,Kedah,540,0,48,0,98,394,0
2021-07-13,Kelantan,2299,12,99,19,78,701,76
2021-07-13,Melaka,1749,0,152,0,156,886,0
2021-07-13,Negeri Sembilan,2104,0,397,0,290,926,0
2021-07-13,Pahang,2908,9,242,1,174,1772,47
2021-07-13,Perak,1157,0,70,0,37,418,0
2021-07-13,Perlis,214,0,0,0,0,0,0
2021-07-13,Pulau Pinang,1877,0,76,0,125,572,0
2021-07-13,Sabah,2891,9,237,8,153,1653,78
2021-07-13,Sarawak,8696,0,14,0,27,2288,258
2021-07-13,Selangor,5668,1,358,1,534,2274,5
2021-07-13,Terengganu,1604,13,105,1,25,379,37
2021-07-13,W.P. Labuan,441,20,56,8,41,169,44
2021-07-14,Johor,2562,0,259,0,128,1590,0
2021-07-14,Kedah,540,0,95,0,59,417,0
2021-07-14,Kelantan,2299,17,162,16,108,755,77
2021-07-14,Melaka,1749,0,307,0,125,1068,0
2021-07-14,Negeri Sembilan,2104,0,225,0,139,997,0
2021-07-14,Pahang,2908,7,142,0,269,1652,51
2021-07-14,Perak,1157,0,70,0,27,464,0
2021-07-14,Perlis,214,0,0,0,0,0,0
2021-07-14,Pulau Pinang,1877,0,177,0,75,697,0
2021-07-14,Sabah,2741,6,206,5,229,1593,71
2021-07-14,Sarawak,8310,3,77,1,24,2395,354
2021-07-14,Selangor,5146,2,467,1,473,2270,3
2021-07-14,Terengganu,1604,4,43,6,48,374,35
2021-07-14,W.P. Labuan,441,17,20,5,31,158,56
2021-07-15,Johor,2562,0,324,0,170,1274,0
2021-07-15,Kedah,540,0,75,0,82,396,0
2021-07-15,Kelantan,2299,12,164,11,80,839,78
2021-07-15,Melaka,1749,0,218,0,147,1139,0
2021-07-15,Negeri Sembilan,2104,0,235,0,117,1108,0
2021-07-15,Pahang,2908,2,175,7,256,1553,46
2021-07-15,Perak,1157,0,90,0,19,518,1
2021-07-15,Perlis,214,0,0,0,0,0,0
2021-07-15,Pulau Pinang,1877,0,84,0,125,688,0
2021-07-15,Sabah,2701,10,278,14,163,1741,60
2021-07-15,Sarawak,7959,1,32,1,105,2230,378
2021-07-15,Selangor,5146,3,343,0,495,2119,5
2021-07-15,Terengganu,1604,5,192,8,26,540,32
2021-07-15,W.P. Labuan,441,0,29,4,20,167,49
2021-07-16,Johor,2562,0,347,0,156,1417,0
2021-07-16,Kedah,540,0,77,0,76,384,0
2021-07-16,Kelantan,2299,7,151,5,81,909,80
2021-07-16,Melaka,1749,0,274,0,235,1178,0
2021-07-16,Negeri Sembilan,2104,0,219,0,171,1144,0
2021-07-16,Pahang,2908,14,240,5,178,1609,55
2021-07-16,Perak,1197,0,92,0,54,545,1
2021-07-16,Perlis,214,0,0,0,0,0,0
2021-07-16,Pulau Pinang,1877,0,245,0,92,841,0
2021-07-16,Sabah,3069,4,315,7,198,1737,56
2021-07-16,Sarawak,7959,7,58,3,40,2289,366
2021-07-16,Selangor,5146,0,267,0,255,2140,5
2021-07-16,Terengganu,1604,8,67,8,38,569,32
2021-07-16,W.P. Labuan,441,4,26,4,12,184,41
2021-07-17,Johor,2562,0,267,0,171,1979,0
2021-07-17,Kedah,540,0,70,0,56,385,0
2021-07-17,Kelantan,1653,4,166,12,97,978,72
2021-07-17,Melaka,1749,0,204,0,230,1152,0
2021-07-17,Negeri Sembilan,2104,0,231,0,269,1097,0
2021-07-17,Pahang,2908,78,200,3,209,1629,59
2021-07-17,Perak,1200,0,198,0,71,660,0
2021-07-17,Perlis,214,0,0,0,0,0,0
2021-07-17,Pulau Pinang,1864,0,182,0,143,874,0
2021-07-17,Sabah,3069,12,806,9,240,2266,44
2021-07-17,Sarawak,7959,1,38,1,23,2324,365
2021-07-17,Selangor,5146,0,327,3,353,2178,6
2021-07-17,Terengganu,1604,4,92,4,90,571,44
2021-07-17,W.P. Labuan,441,13,10,2,33,158,52
2021-07-18,Johor,2562,0,216,0,206,1970,0
2021-07-18,Kedah,540,1,70,0,70,370,1
2021-07-18,Kelantan,2299,7,169,9,96,1051,70
2021-07-18,Melaka,1749,0,194,0,198,1148,0
2021-07-18,Negeri Sembilan,2104,0,230,0,217,975,0
2021-07-18,Pahang,2908,2,269,4,140,1758,56
2021-07-18,Perak,1200,0,68,0,70,652,0
2021-07-18,Perlis,214,0,1,0,0,1,0
