date,state,cases_import,cases_new,cases_recovered,deaths_new,beds_covid,beds_noncrit,admitted_pui,admitted_covid,discharged_pui,discharged_covid,hosp_covid,hosp_pui
2020-08-01,Johor,0,0,0.0,0,586,2579,2,1,0,3,38,9
2020-08-01,Kedah,0,1,0.0,0,170,1183,3,0,0,0,9,4
2020-08-01,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-01,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,2
2020-08-01,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-01,Pahang,0,0,0.0,0,78,1616,0,0,0,0,5,0
2020-08-01,Perak,2,2,0.0,0,235,2549,0,2,0,0,6,0
2020-08-01,Perlis,0,0,0.0,0,12,495,0,0,0,0,1,1
2020-08-01,Pulau Pinang,0,0,0.0,0,4,1124,1,0,0,0,0,2
2020-08-01,Sabah,0,0,0.0,0,410,2478,11,0,0,0,12,7
2020-08-01,Sarawak,0,0,3.0,0,785,2320,29,1,19,11,7,42
2020-08-01,Selangor,5,6,0.0,0,224,783,7,4,6,1,26,39
2020-08-01,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,3
2020-08-01,W.P. Kuala Lumpur,0,0,0.0,0,87,2510,0,0,0,0,0,1
2020-08-01,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-02,Johor,0,0,0.0,0,586,2579,1,2,2,1,37,10
2020-08-02,Kedah,0,11,0.0,0,170,1183,1,9,0,0,21,1
2020-08-02,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-02,Melaka,0,0,0.0,0,26,1039,0,0,1,0,0,1
2020-08-02,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-02,Pahang,0,0,0.0,0,78,1616,0,0,0,0,5,0
2020-08-02,Perak,0,0,2.0,0,235,2549,1,0,0,4,4,1
2020-08-02,Perlis,0,0,0.0,0,12,495,0,0,0,0,1,1
2020-08-02,Pulau Pinang,0,0,0.0,0,4,1124,0,0,0,0,0,2
2020-08-02,Sabah,0,2,1.0,0,410,2478,1,0,0,0,12,10
2020-08-02,Sarawak,0,0,9.0,0,785,2320,16,0,14,3,6,42
2020-08-02,Selangor,1,1,2.0,0,224,783,2,5,4,4,27,37
2020-08-02,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,3
2020-08-02,W.P. Kuala Lumpur,0,0,3.0,0,87,2510,0,0,0,0,0,1
2020-08-02,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-03,Johor,0,0,0.0,0,586,2579,2,0,1,0,37,11
2020-08-03,Kedah,0,1,0.0,0,170,1183,0,0,0,0,20,0
2020-08-03,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-03,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-03,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-03,Pahang,0,0,0.0,0,78,1616,0,0,0,1,4,0
2020-08-03,Perak,0,0,0.0,0,235,2549,0,0,0,0,4,1
2020-08-03,Perlis,0,0,0.0,0,12,495,0,0,0,0,1,1
2020-08-03,Pulau Pinang,0,0,0.0,0,4,1124,0,0,0,0,0,2
2020-08-03,Sabah,0,0,1.0,0,410,2478,3,0,1,0,13,12
2020-08-03,Sarawak,0,0,3.0,0,785,2320,15,0,27,5,6,33
2020-08-03,Selangor,0,0,0.0,0,224,783,1,1,4,0,27,37
2020-08-03,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,3
2020-08-03,W.P. Kuala Lumpur,0,0,0.0,0,87,2510,0,0,0,0,0,1
2020-08-03,W.P. Labuan,0,1,0.0,0,11,115,0,0,0,0,0,0
2020-08-04,Johor,0,0,3.0,0,586,2579,2,0,3,3,35,10
2020-08-04,Kedah,0,0,0.0,0,170,1183,0,1,0,0,21,0
2020-08-04,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-04,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-04,Negeri Sembilan,0,0,1.0,0,430,1205,0,0,0,1,0,0
2020-08-04,Pahang,0,0,0.0,0,78,1616,0,0,0,0,4,0
2020-08-04,Perak,0,0,0.0,0,235,2549,0,0,1,0,4,0
2020-08-04,Perlis,0,1,0.0,0,12,495,1,1,0,0,2,2
2020-08-04,Pulau Pinang,0,0,0.0,0,4,1124,0,0,1,0,0,1
2020-08-04,Sabah,0,0,0.0,0,410,2478,3,0,5,0,13,10
2020-08-04,Sarawak,0,0,8.0,0,785,2320,14,0,16,8,4,30
2020-08-04,Selangor,0,0,4.0,0,224,783,5,0,6,1,24,42
2020-08-04,Terengganu,0,0,0.0,0,132,1209,1,0,0,0,0,4
2020-08-04,W.P. Kuala Lumpur,0,0,0.0,0,87,2510,1,0,0,0,0,2
2020-08-04,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-05,Johor,0,1,1.0,0,586,2579,2,1,1,1,34,12
2020-08-05,Kedah,0,3,0.0,0,170,1183,0,3,0,0,24,0
2020-08-05,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-05,Melaka,0,0,0.0,0,26,1039,0,1,0,0,1,1
2020-08-05,Negeri Sembilan,0,0,1.0,0,430,1205,0,0,0,0,0,0
2020-08-05,Pahang,0,0,0.0,0,78,1616,0,0,0,0,4,0
2020-08-05,Perak,0,0,0.0,0,235,2549,2,0,0,1,3,2
2020-08-05,Perlis,0,0,0.0,0,12,495,3,0,0,0,2,5
2020-08-05,Pulau Pinang,0,0,0.0,0,4,1124,0,0,0,0,0,1
2020-08-05,Sabah,0,2,2.0,0,410,2478,3,1,0,2,13,13
2020-08-05,Sarawak,0,0,12.0,0,785,2320,17,0,13,10,3,36
2020-08-05,Selangor,0,0,1.0,0,224,783,5,2,9,1,25,39
2020-08-05,Terengganu,0,0,0.0,0,132,1209,0,0,1,0,0,3
2020-08-05,W.P. Kuala Lumpur,15,15,1.0,0,87,2510,0,0,0,0,0,2
2020-08-05,W.P. Labuan,0,0,0.0,0,11,115,1,0,0,0,0,1
2020-08-06,Johor,0,0,2.0,0,586,2579,1,0,1,1,33,12
2020-08-06,Kedah,0,6,0.0,0,170,1183,0,1,0,0,26,2
2020-08-06,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-06,Melaka,0,0,0.0,0,26,1039,0,0,0,0,1,1
2020-08-06,Negeri Sembilan,0,2,0.0,0,430,1205,0,2,0,0,2,0
2020-08-06,Pahang,0,0,0.0,0,78,1616,0,0,0,3,1,0
2020-08-06,Perak,0,0,1.0,0,235,2549,0,0,0,0,3,2
2020-08-06,Perlis,0,0,0.0,0,12,495,5,0,0,0,2,9
2020-08-06,Pulau Pinang,0,0,0.0,0,4,1124,0,0,0,0,0,1
2020-08-06,Sabah,4,4,2.0,0,410,2478,1,0,2,1,11,12
2020-08-06,Sarawak,0,0,4.0,0,785,2320,5,0,12,5,3,29
2020-08-06,Selangor,0,0,1.0,0,224,783,14,2,9,2,24,44
2020-08-06,Terengganu,0,0,0.0,0,132,1209,0,0,1,0,0,2
2020-08-06,W.P. Kuala Lumpur,1,2,1.0,0,87,2510,0,0,0,0,0,2
2020-08-06,W.P. Labuan,0,1,0.0,0,11,115,0,0,0,0,0,1
2020-08-07,Johor,0,1,4.0,0,586,2579,0,0,2,0,0,2
2020-08-07,Kedah,0,1,0.0,0,170,1183,2,6,0,0,32,5
2020-08-07,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-07,Melaka,0,0,0.0,0,26,1039,1,0,1,1,0,1
2020-08-07,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,2,0
2020-08-07,Pahang,0,0,0.0,0,78,1616,0,0,0,0,1,0
2020-08-07,Perak,0,2,1.0,0,235,2549,5,2,1,1,4,6
2020-08-07,Perlis,0,10,0.0,0,24,482,1,10,4,0,12,6
2020-08-07,Pulau Pinang,0,1,0.0,0,4,1124,0,1,0,0,1,1
2020-08-07,Sabah,4,4,3.0,0,410,2478,3,4,2,3,12,13
2020-08-07,Sarawak,1,1,5.0,0,421,2320,29,1,14,5,4,47
2020-08-07,Selangor,2,2,0.0,0,224,783,12,8,16,3,29,40
2020-08-07,Terengganu,0,0,0.0,0,132,1209,0,0,1,0,0,1
2020-08-07,W.P. Kuala Lumpur,2,3,1.0,0,87,2510,0,0,0,0,0,1
2020-08-07,W.P. Labuan,0,0,1.0,0,11,115,1,0,1,0,0,1
2020-08-08,Johor,0,0,19.0,0,586,2579,0,1,4,19,11,6
2020-08-08,Kedah,0,0,0.0,0,170,1183,2,0,1,0,32,6
2020-08-08,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-08,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-08,Negeri Sembilan,0,1,0.0,0,430,1205,0,1,0,1,2,0
2020-08-08,Pahang,0,0,0.0,0,78,1616,0,0,0,1,0,0
2020-08-08,Perak,0,0,0.0,0,235,2549,1,0,0,0,4,7
2020-08-08,Perlis,0,0,0.0,0,24,482,7,0,1,0,11,12
2020-08-08,Pulau Pinang,0,0,0.0,0,4,1124,3,0,0,0,1,4
2020-08-08,Sabah,0,0,1.0,0,410,2478,2,4,2,1,15,11
2020-08-08,Sarawak,1,1,19.0,0,421,2320,18,3,23,19,6,45
2020-08-08,Selangor,1,1,2.0,0,224,783,10,1,15,8,21,36
2020-08-08,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,1
2020-08-08,W.P. Kuala Lumpur,3,3,6.0,0,87,2510,0,0,0,0,0,0
2020-08-08,W.P. Labuan,1,1,0.0,0,11,115,0,0,0,0,0,1
2020-08-09,Johor,0,0,2.0,0,586,2579,2,1,2,2,10,7
2020-08-09,Kedah,0,0,0.0,0,170,1183,1,0,2,1,31,5
2020-08-09,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-09,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-09,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,2,0
2020-08-09,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-09,Perak,0,0,0.0,0,235,2549,0,0,1,0,4,6
2020-08-09,Perlis,0,0,0.0,0,24,482,0,0,1,0,11,11
2020-08-09,Pulau Pinang,0,3,0.0,0,4,1124,0,0,4,0,1,0
2020-08-09,Sabah,0,0,3.0,0,410,2478,3,0,3,2,13,13
2020-08-09,Sarawak,1,1,0.0,0,421,2320,25,1,16,8,6,52
2020-08-09,Selangor,1,1,1.0,0,224,783,7,7,5,3,25,39
2020-08-09,Terengganu,0,0,0.0,0,132,1209,0,0,1,0,0,0
2020-08-09,W.P. Kuala Lumpur,7,7,2.0,0,87,2510,0,0,0,0,0,0
2020-08-09,W.P. Labuan,0,0,1.0,0,11,115,0,0,0,0,0,1
2020-08-10,Johor,1,2,0.0,0,586,2579,1,0,3,1,4,1
2020-08-10,Kedah,0,0,0.0,0,170,1183,2,0,1,0,31,4
2020-08-10,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-10,Melaka,0,1,0.0,0,26,1039,1,0,0,1,0,1
2020-08-10,Negeri Sembilan,0,0,1.0,0,430,1205,0,0,0,1,1,0
2020-08-10,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-10,Perak,0,3,0.0,0,235,2549,1,3,4,0,7,3
2020-08-10,Perlis,0,0,0.0,0,12,482,0,0,0,0,1,6
2020-08-10,Pulau Pinang,0,0,0.0,0,19,1124,0,3,0,0,4,0
2020-08-10,Sabah,0,0,0.0,0,410,2478,2,0,6,3,10,9
2020-08-10,Sarawak,0,0,12.0,0,421,2320,13,0,10,16,0,56
2020-08-10,Selangor,3,4,1.0,0,140,783,3,8,7,7,25,36
2020-08-10,Terengganu,0,0,0.0,0,132,1209,6,0,0,0,0,6
2020-08-10,W.P. Kuala Lumpur,1,1,5.0,0,87,2510,1,0,0,0,0,1
2020-08-10,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,1
2020-08-11,Johor,1,1,0.0,0,172,2579,0,1,1,0,12,6
2020-08-11,Kedah,0,0,0.0,0,170,1183,0,0,3,0,31,2
2020-08-11,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-11,Melaka,0,0,0.0,0,26,1039,0,1,0,0,1,1
2020-08-11,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-11,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-11,Perak,0,0,0.0,0,235,2549,3,0,1,0,7,5
2020-08-11,Perlis,0,0,0.0,0,12,482,2,0,1,1,0,5
2020-08-11,Pulau Pinang,0,0,0.0,0,19,1124,0,0,0,0,4,0
2020-08-11,Sabah,0,1,3.0,0,410,2478,5,0,1,0,10,14
2020-08-11,Sarawak,0,0,1.0,0,421,2320,19,0,19,1,0,53
2020-08-11,Selangor,1,1,1.0,0,140,783,4,1,5,4,22,35
2020-08-11,Terengganu,0,0,0.0,0,132,1209,1,0,0,0,0,7
2020-08-11,W.P. Kuala Lumpur,3,6,1.0,0,87,2510,1,0,0,0,0,2
2020-08-11,W.P. Labuan,0,0,0.0,0,11,115,0,0,1,0,0,0
2020-08-12,Johor,2,2,5.0,0,172,2579,0,2,1,2,13,5
2020-08-12,Kedah,0,2,0.0,0,170,1183,1,0,1,0,32,2
2020-08-12,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-12,Melaka,0,0,0.0,0,26,1039,0,0,0,0,1,1
2020-08-12,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-12,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-12,Perak,0,0,0.0,0,235,2549,0,0,0,0,7,5
2020-08-12,Perlis,0,0,0.0,0,12,482,1,0,3,0,0,2
2020-08-12,Pulau Pinang,0,0,0.0,0,19,1124,1,0,0,0,4,1
2020-08-12,Sabah,3,4,0.0,0,410,2478,6,0,1,0,11,19
2020-08-12,Sarawak,0,0,0.0,0,217,2320,20,0,9,0,0,62
2020-08-12,Selangor,0,0,1.0,0,140,783,9,10,6,5,27,38
2020-08-12,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,7
2020-08-12,W.P. Kuala Lumpur,3,3,2.0,0,87,2510,1,0,0,0,0,2
2020-08-12,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-13,Johor,0,0,1.0,0,172,2579,3,0,4,1,12,4
2020-08-13,Kedah,0,9,0.0,0,170,1183,0,4,1,0,33,3
2020-08-13,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-13,Melaka,0,0,0.0,0,26,1039,0,0,0,0,1,1
2020-08-13,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-13,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-13,Perak,0,0,0.0,0,235,2549,1,0,2,0,7,4
2020-08-13,Perlis,0,0,0.0,0,12,482,0,0,1,0,0,1
2020-08-13,Pulau Pinang,0,0,0.0,0,19,1124,0,0,0,0,4,0
2020-08-13,Sabah,0,0,0.0,0,410,2478,1,4,4,0,15,16
2020-08-13,Sarawak,0,0,0.0,0,217,2320,14,0,16,0,0,61
2020-08-13,Selangor,3,3,3.0,0,140,783,13,3,7,2,28,44
2020-08-13,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,7
2020-08-13,W.P. Kuala Lumpur,1,3,0.0,0,87,2510,0,0,0,0,0,2
2020-08-13,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,1
2020-08-14,Johor,0,0,2.0,0,172,2579,1,1,2,2,11,3
2020-08-14,Kedah,0,12,0.0,0,170,1183,1,11,0,0,50,3
2020-08-14,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-14,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-14,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,1,0
2020-08-14,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-14,Perak,0,0,3.0,0,235,2549,2,0,2,3,4,4
2020-08-14,Perlis,0,0,0.0,0,12,482,1,0,0,0,0,2
2020-08-14,Pulau Pinang,0,1,0.0,0,19,1124,0,1,0,1,4,0
2020-08-14,Sabah,0,0,0.0,0,410,2478,0,0,3,0,15,13
2020-08-14,Sarawak,1,1,0.0,0,217,2320,24,1,20,0,1,64
2020-08-14,Selangor,2,2,2.0,0,140,783,7,3,16,2,29,35
2020-08-14,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,7
2020-08-14,W.P. Kuala Lumpur,4,4,0.0,0,87,2510,0,0,0,0,0,1
2020-08-14,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,1
2020-08-15,Johor,0,1,1.0,0,172,2579,0,0,0,0,11,3
2020-08-15,Kedah,0,14,0.0,0,170,1183,0,13,2,0,66,1
2020-08-15,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-15,Melaka,0,0,0.0,0,26,1039,0,0,0,0,1,1
2020-08-15,Negeri Sembilan,0,2,0.0,0,430,1205,0,2,0,0,3,0
2020-08-15,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-15,Perak,0,0,0.0,0,235,2549,1,0,1,0,4,4
2020-08-15,Perlis,0,1,0.0,0,12,482,4,0,0,0,1,5
2020-08-15,Pulau Pinang,0,2,1.0,0,19,1124,0,1,0,0,5,0
2020-08-15,Sabah,0,0,0.0,0,410,2478,4,0,7,0,14,10
2020-08-15,Sarawak,0,0,0.0,0,217,2320,15,0,29,0,1,50
2020-08-15,Selangor,0,0,0.0,0,112,783,5,1,2,1,29,18
2020-08-15,Terengganu,0,0,0.0,0,132,1209,3,0,6,0,0,4
2020-08-15,W.P. Kuala Lumpur,3,6,1.0,0,87,2510,0,0,1,0,0,0
2020-08-15,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,1
2020-08-16,Johor,0,0,0.0,0,172,2579,0,0,1,1,10,4
2020-08-16,Kedah,0,5,15.0,0,170,1183,1,10,1,14,56,3
2020-08-16,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-16,Melaka,0,0,0.0,0,26,1039,0,0,0,0,1,1
2020-08-16,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,1,2,0
2020-08-16,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-16,Perak,0,0,0.0,0,235,2549,0,0,1,0,4,3
2020-08-16,Perlis,0,0,0.0,0,12,482,2,0,0,0,2,6
2020-08-16,Pulau Pinang,0,1,0.0,0,19,1124,0,1,0,0,6,0
2020-08-16,Sabah,0,1,2.0,0,410,2478,3,1,3,0,16,6
2020-08-16,Sarawak,0,0,0.0,0,217,2320,9,0,31,0,1,31
2020-08-16,Selangor,5,5,1.0,0,112,783,3,13,6,5,37,15
2020-08-16,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,4
2020-08-16,W.P. Kuala Lumpur,11,13,10.0,0,87,2510,0,0,0,0,0,0
2020-08-16,W.P. Labuan,0,0,0.0,0,11,115,0,0,1,0,0,0
2020-08-17,Johor,0,0,1.0,0,172,2579,1,0,4,1,4,3
2020-08-17,Kedah,0,6,0.0,0,170,1183,0,6,0,0,63,4
2020-08-17,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-17,Melaka,0,0,0.0,0,26,1039,0,0,0,1,0,1
2020-08-17,Negeri Sembilan,0,0,5.0,0,430,1205,0,0,0,1,1,0
2020-08-17,Pahang,0,0,5.0,0,78,1616,0,0,0,0,0,0
2020-08-17,Perak,0,0,0.0,0,235,2549,2,0,2,0,4,3
2020-08-17,Perlis,0,0,1.0,0,12,482,0,0,1,0,2,6
2020-08-17,Pulau Pinang,0,3,0.0,0,24,1124,0,3,0,0,8,0
2020-08-17,Sabah,0,0,0.0,0,410,2478,0,0,0,0,15,8
2020-08-17,Sarawak,0,0,2.0,0,217,2320,14,0,15,0,1,29
2020-08-17,Selangor,0,1,0.0,0,112,783,7,4,8,4,37,14
2020-08-17,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,4
2020-08-17,W.P. Kuala Lumpur,2,2,2.0,0,87,2510,0,0,0,0,0,0
2020-08-17,W.P. Labuan,0,0,1.0,0,11,115,0,0,0,0,0,0
2020-08-18,Johor,0,0,1.0,0,172,2579,1,0,2,2,8,2
2020-08-18,Kedah,0,3,5.0,0,224,1183,0,3,0,4,59,3
2020-08-18,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-18,Melaka,0,0,1.0,0,26,1039,0,0,0,0,0,1
2020-08-18,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,1,0,0
2020-08-18,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-18,Perak,0,0,1.0,0,235,2549,1,0,0,1,3,4
2020-08-18,Perlis,0,0,0.0,0,12,482,1,0,0,0,1,4
2020-08-18,Pulau Pinang,0,0,1.0,0,24,1124,0,0,0,1,7,0
2020-08-18,Sabah,0,0,1.0,0,410,2478,0,0,5,1,14,3
2020-08-18,Sarawak,0,0,2.0,0,217,2320,19,1,15,1,2,32
2020-08-18,Selangor,0,0,7.0,0,112,783,5,5,4,6,36,15
2020-08-18,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,4
2020-08-18,W.P. Kuala Lumpur,4,4,7.0,0,87,2510,0,0,0,0,0,0
2020-08-18,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-19,Johor,0,1,1.0,0,172,2579,0,2,1,1,9,1
2020-08-19,Kedah,0,7,0.0,0,224,1185,1,7,0,0,66,4
2020-08-19,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-19,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,1
2020-08-19,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,0,0
2020-08-19,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-19,Perak,0,0,0.0,0,235,2549,0,0,2,0,3,2
2020-08-19,Perlis,0,0,10.0,0,12,482,0,0,0,0,1,4
2020-08-19,Pulau Pinang,0,4,0.0,0,24,1124,0,4,0,0,11,0
2020-08-19,Sabah,0,0,1.0,0,410,2478,3,0,0,1,14,3
2020-08-19,Sarawak,0,0,0.0,0,217,2320,22,0,8,0,2,47
2020-08-19,Selangor,0,0,3.0,0,112,783,5,8,5,10,34,15
2020-08-19,Terengganu,0,0,0.0,0,132,1209,4,0,1,0,0,4
2020-08-19,W.P. Kuala Lumpur,3,3,8.0,0,87,2510,1,0,0,0,0,1
2020-08-19,W.P. Labuan,1,1,0.0,0,11,115,0,0,0,0,0,0
2020-08-20,Johor,0,0,0.0,0,172,2579,2,1,0,0,10,3
2020-08-20,Kedah,0,0,0.0,0,224,1185,2,0,1,0,65,6
2020-08-20,Kelantan,0,0,0.0,0,217,1381,1,0,0,0,0,1
2020-08-20,Melaka,0,0,0.0,0,26,1039,0,0,1,0,0,0
2020-08-20,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,0,0
2020-08-20,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-20,Perak,0,0,0.0,0,235,2549,0,0,2,0,3,0
2020-08-20,Perlis,0,0,0.0,0,12,482,0,0,0,0,1,3
2020-08-20,Pulau Pinang,0,0,0.0,0,24,1124,0,0,0,0,11,0
2020-08-20,Sabah,0,0,0.0,0,410,2478,0,0,0,0,14,9
2020-08-20,Sarawak,4,4,1.0,0,217,2320,22,0,21,1,2,50
2020-08-20,Selangor,1,1,0.0,0,112,783,4,1,4,3,32,15
2020-08-20,Terengganu,0,0,0.0,0,132,1209,16,0,0,0,0,23
2020-08-20,W.P. Kuala Lumpur,0,0,5.0,0,87,2510,3,0,0,0,0,4
2020-08-20,W.P. Labuan,0,0,1.0,0,11,115,0,0,0,0,0,0
2020-08-21,Johor,0,0,1.0,0,172,2579,1,0,0,2,8,4
2020-08-21,Kedah,0,3,7.0,0,224,1185,0,3,0,6,62,6
2020-08-21,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,1
2020-08-21,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,0
2020-08-21,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,0,0
2020-08-21,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-21,Perak,0,0,0.0,0,235,2549,0,0,0,0,3,0
2020-08-21,Perlis,0,0,0.0,0,12,482,0,0,0,0,1,3
2020-08-21,Pulau Pinang,0,0,2.0,0,24,1124,0,0,0,2,9,0
2020-08-21,Sabah,0,0,0.0,0,410,2478,3,0,2,0,14,10
2020-08-21,Sarawak,0,1,0.0,0,217,2320,19,5,20,0,6,44
2020-08-21,Selangor,2,2,1.0,0,112,783,6,3,4,1,34,17
2020-08-21,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,23
2020-08-21,W.P. Kuala Lumpur,2,3,1.0,0,87,2510,0,0,1,0,0,3
2020-08-21,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,0
2020-08-22,Johor,0,0,0.0,0,172,2579,0,0,1,0,8,3
2020-08-22,Kedah,0,5,0.0,0,224,1185,1,5,1,0,66,6
2020-08-22,Kelantan,0,0,0.0,0,217,1381,0,0,1,0,0,0
2020-08-22,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,0
2020-08-22,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,0,0
2020-08-22,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-22,Perak,0,0,0.0,0,235,2549,0,0,0,0,3,0
2020-08-22,Perlis,0,0,0.0,0,12,482,1,0,0,0,1,4
2020-08-22,Pulau Pinang,0,0,0.0,0,24,1124,0,0,0,0,9,0
2020-08-22,Sabah,1,1,2.0,0,410,2478,7,1,1,2,13,16
2020-08-22,Sarawak,1,1,0.0,0,217,2320,16,1,22,1,7,39
2020-08-22,Selangor,0,0,1.0,0,112,783,13,1,6,1,34,24
2020-08-22,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,23
2020-08-22,W.P. Kuala Lumpur,1,1,1.0,0,87,2510,0,0,1,0,0,1
2020-08-22,W.P. Labuan,0,0,0.0,0,11,115,1,0,0,0,0,1
2020-08-23,Johor,0,0,1.0,0,172,2579,0,0,0,2,6,3
2020-08-23,Kedah,0,2,0.0,0,224,1185,1,0,0,0,64,5
2020-08-23,Kelantan,0,0,0.0,0,217,1381,0,0,0,0,0,0
2020-08-23,Melaka,0,0,0.0,0,26,1039,0,0,0,0,0,0
2020-08-23,Negeri Sembilan,0,0,0.0,0,430,1205,0,0,0,0,0,0
2020-08-23,Pahang,0,0,0.0,0,78,1616,0,0,0,0,0,0
2020-08-23,Perak,0,0,3.0,0,235,2549,0,0,0,3,0,0
2020-08-23,Perlis,0,0,0.0,0,12,482,0,0,0,0,1,4
2020-08-23,Pulau Pinang,0,0,0.0,0,24,1124,0,0,0,0,9,0
2020-08-23,Sabah,0,0,0.0,0,410,2478,0,0,0,0,13,4
2020-08-23,Sarawak,3,3,0.0,0,217,2320,9,0,9,0,7,38
2020-08-23,Selangor,2,2,4.0,0,112,783,6,3,9,9,28,19
2020-08-23,Terengganu,0,0,0.0,0,132,1209,0,0,0,0,0,23
2020-08-23,W.P. Kuala Lumpur,3,3,2.0,0,87,2510,1,0,1,0,0,2
2020-08-23,W.P. Labuan,0,0,0.0,0,11,115,0,0,0,0,0,1
