date,state,beds_icu_covid,icu_covid,icu_pui,vent_covid,vent_pui
2020-12-02,W.P. Labuan,5,2,0,2,0
2020-12-03,Johor,30,22,0,20,0
2020-12-03,Kedah,21,8,1,2,1
2020-12-03,Kelantan,27,6,0,3,0
2020-12-03,Melaka,12,1,0,0,0
2020-12-03,Negeri Sembilan,11,1,0,1,0
2020-12-03,Pahang,39,0,0,0,0
2020-12-03,Perak,52,8,0,2,0
2020-12-03,Perlis,4,0,0,0,0
2020-12-03,Pulau Pinang,13,9,1,8,1
2020-12-03,Sabah,111,62,4,16,4
2020-12-03,Sarawak,26,0,0,0,0
2020-12-03,Selangor,104,17,0,5,0
2020-12-03,Terengganu,12,0,0,0,0
2020-12-03,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-03,W.P. Labuan,5,2,0,2,0
2020-12-04,Johor,31,24,0,21,0
2020-12-04,Kedah,21,9,0,2,0
2020-12-04,Kelantan,27,6,1,3,1
2020-12-04,Melaka,12,0,0,0,0
2020-12-04,Negeri Sembilan,11,2,0,1,0
2020-12-04,Pahang,39,0,0,0,0
2020-12-04,Perak,52,8,0,2,0
2020-12-04,Perlis,4,0,0,0,0
2020-12-04,Pulau Pinang,13,8,1,7,1
2020-12-04,Sabah,111,66,7,17,7
2020-12-04,Sarawak,26,0,0,0,0
2020-12-04,Selangor,104,18,0,5,0
2020-12-04,Terengganu,12,0,0,0,0
2020-12-04,W.P. Kuala Lumpur,38,1,0,1,0
2020-12-04,W.P. Labuan,5,2,0,2,0
2020-12-05,Johor,43,25,0,22,0
2020-12-05,Kedah,21,9,1,2,1
2020-12-05,Kelantan,27,7,0,4,0
2020-12-05,Melaka,12,0,0,0,0
2020-12-05,Negeri Sembilan,11,1,0,1,0
2020-12-05,Pahang,39,0,0,0,0
2020-12-05,Perak,52,10,0,3,0
2020-12-05,Perlis,4,0,0,0,0
2020-12-05,Pulau Pinang,13,9,1,5,1
2020-12-05,Sabah,111,67,4,22,4
2020-12-05,Sarawak,26,0,0,0,0
2020-12-05,Selangor,104,21,0,7,0
2020-12-05,Terengganu,12,0,0,0,0
2020-12-05,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-05,W.P. Labuan,5,2,0,2,0
2020-12-06,Johor,42,24,0,20,0
2020-12-06,Kedah,21,8,2,2,2
2020-12-06,Kelantan,27,8,0,4,0
2020-12-06,Melaka,12,0,0,0,0
2020-12-06,Negeri Sembilan,10,1,0,1,0
2020-12-06,Pahang,39,0,0,0,0
2020-12-06,Perak,52,9,1,2,1
2020-12-06,Perlis,4,0,0,0,0
2020-12-06,Pulau Pinang,12,7,1,5,0
2020-12-06,Sabah,111,63,4,27,4
2020-12-06,Sarawak,26,0,0,0,0
2020-12-06,Selangor,104,19,0,8,0
2020-12-06,Terengganu,12,0,0,0,0
2020-12-06,W.P. Kuala Lumpur,38,0,1,0,1
2020-12-06,W.P. Labuan,5,2,0,2,0
2020-12-07,Johor,43,28,0,20,0
2020-12-07,Kedah,21,9,0,2,0
2020-12-07,Kelantan,27,8,0,4,0
2020-12-07,Melaka,12,0,0,0,0
2020-12-07,Negeri Sembilan,11,1,0,1,0
2020-12-07,Pahang,39,0,0,0,0
2020-12-07,Perak,52,10,1,3,1
2020-12-07,Perlis,4,0,0,0,0
2020-12-07,Pulau Pinang,13,6,0,5,0
2020-12-07,Sabah,111,70,4,27,4
2020-12-07,Sarawak,26,0,0,0,0
2020-12-07,Selangor,104,19,0,6,0
2020-12-07,Terengganu,12,0,0,0,0
2020-12-07,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-07,W.P. Labuan,5,3,0,3,0
2020-12-08,Johor,43,29,0,24,0
2020-12-08,Kedah,21,9,0,2,0
2020-12-08,Kelantan,27,8,0,4,0
2020-12-08,Melaka,12,0,0,0,0
2020-12-08,Negeri Sembilan,11,1,0,1,0
2020-12-08,Pahang,39,0,0,0,0
2020-12-08,Perak,52,9,0,3,0
2020-12-08,Perlis,4,0,0,0,0
2020-12-08,Pulau Pinang,13,7,0,5,0
2020-12-08,Sabah,111,64,5,23,5
2020-12-08,Sarawak,26,0,0,0,0
2020-12-08,Selangor,104,20,0,6,0
2020-12-08,Terengganu,12,0,0,0,0
2020-12-08,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-08,W.P. Labuan,5,3,0,3,0
2020-12-09,Johor,43,28,0,21,0
2020-12-09,Kedah,21,8,0,2,0
2020-12-09,Kelantan,27,8,0,4,0
2020-12-09,Melaka,12,0,0,0,0
2020-12-09,Negeri Sembilan,11,1,0,1,0
2020-12-09,Pahang,39,0,0,0,0
2020-12-09,Perak,52,9,0,3,0
2020-12-09,Perlis,4,0,0,0,0
2020-12-09,Pulau Pinang,13,7,0,5,0
2020-12-09,Sabah,111,59,3,23,3
2020-12-09,Sarawak,26,0,0,0,0
2020-12-09,Selangor,104,20,0,9,0
2020-12-09,Terengganu,12,0,0,0,0
2020-12-09,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-09,W.P. Labuan,5,3,0,3,0
2020-12-10,Johor,43,27,0,19,0
2020-12-10,Kedah,21,8,0,2,0
2020-12-10,Kelantan,27,7,0,4,0
2020-12-10,Melaka,12,1,0,0,0
2020-12-10,Negeri Sembilan,11,2,0,2,0
2020-12-10,Pahang,39,0,0,0,0
2020-12-10,Perak,52,7,0,3,0
2020-12-10,Perlis,4,0,0,0,0
2020-12-10,Pulau Pinang,13,7,0,5,0
2020-12-10,Sabah,111,63,3,20,3
2020-12-10,Sarawak,26,0,0,0,0
2020-12-10,Selangor,104,18,1,9,1
2020-12-10,Terengganu,12,0,0,0,0
2020-12-10,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-10,W.P. Labuan,5,2,0,2,0
2020-12-11,Johor,43,30,0,19,0
2020-12-11,Kedah,21,6,1,2,1
2020-12-11,Kelantan,27,6,0,5,0
2020-12-11,Melaka,12,0,0,0,0
2020-12-11,Negeri Sembilan,11,1,0,1,0
2020-12-11,Pahang,39,0,0,0,0
2020-12-11,Perak,52,5,1,3,1
2020-12-11,Perlis,4,0,0,0,0
2020-12-11,Pulau Pinang,13,7,0,6,0
2020-12-11,Sabah,111,63,4,20,4
2020-12-11,Sarawak,26,0,0,0,0
2020-12-11,Selangor,104,25,0,11,0
2020-12-11,Terengganu,12,0,0,0,0
2020-12-11,W.P. Kuala Lumpur,38,0,0,0,0
2020-12-11,W.P. Labuan,5,2,0,2,0
2020-12-12,Johor,43,28,0,20,0
2020-12-12,Kedah,21,5,1,2,1
2020-12-12,Kelantan,27,5,0,5,0
2020-12-12,Melaka,12,0,0,0,0
2020-12-12,Negeri Sembilan,11,1,0,0,0
2020-12-12,Pahang,39,0,0,0,0
2020-12-12,Perak,52,4,0,3,0
2020-12-12,Perlis,4,0,0,0,0
2020-12-12,Pulau Pinang,13,8,0,7,0
2020-12-12,Sabah,111,61,4,17,4
2020-12-12,Sarawak,26,0,0,0,0
2020-12-12,Selangor,104,24,0,11,0
2020-12-12,Terengganu,12,1,0,1,0
2020-12-12,W.P. Kuala Lumpur,38,1,0,0,0
2020-12-12,W.P. Labuan,5,2,0,2,0
2020-12-13,Johor,43,29,0,20,0
2020-12-13,Kedah,21,5,0,3,0
2020-12-13,Kelantan,27,4,0,3,0
2020-12-13,Melaka,12,0,0,0,0
2020-12-13,Negeri Sembilan,11,1,1,0,1
2020-12-13,Pahang,39,0,0,0,0
2020-12-13,Perak,52,4,0,3,0
2020-12-13,Perlis,4,0,0,0,0
2020-12-13,Pulau Pinang,13,10,0,6,0
2020-12-13,Sabah,111,61,4,19,4
2020-12-13,Sarawak,26,0,0,0,0
2020-12-13,Selangor,104,24,0,11,0
2020-12-13,Terengganu,12,1,0,1,0
2020-12-13,W.P. Kuala Lumpur,38,1,0,0,0
2020-12-13,W.P. Labuan,5,2,0,2,0
2020-12-14,Johor,43,26,0,17,0
2020-12-14,Kedah,21,7,1,4,1
2020-12-14,Kelantan,27,3,0,3,0
2020-12-14,Melaka,12,0,0,0,0
2020-12-14,Negeri Sembilan,11,1,0,0,0
2020-12-14,Pahang,39,0,0,0,0
2020-12-14,Perak,52,3,0,3,0
2020-12-14,Perlis,4,0,0,0,0
2020-12-14,Pulau Pinang,13,10,0,5,0
2020-12-14,Sabah,111,61,3,16,3
2020-12-14,Sarawak,26,0,0,0,0
2020-12-14,Selangor,104,29,0,14,0
2020-12-14,Terengganu,12,1,0,1,0
2020-12-14,W.P. Kuala Lumpur,38,2,0,0,0
2020-12-14,W.P. Labuan,5,1,0,1,0
2020-12-15,Johor,43,28,0,16,0
2020-12-15,Kedah,21,7,0,4,0
2020-12-15,Kelantan,27,3,0,3,0
2020-12-15,Melaka,12,1,1,0,1
2020-12-15,Negeri Sembilan,11,1,0,0,0
2020-12-15,Pahang,39,0,0,0,0
2020-12-15,Perak,52,3,0,3,0
2020-12-15,Perlis,4,0,0,0,0
2020-12-15,Pulau Pinang,13,11,0,5,0
2020-12-15,Sabah,111,60,3,14,3
2020-12-15,Sarawak,26,0,0,0,0
2020-12-15,Selangor,104,35,0,19,0
2020-12-15,Terengganu,12,1,0,1,0
2020-12-15,W.P. Kuala Lumpur,38,2,0,1,0
2020-12-15,W.P. Labuan,5,1,0,1,0
2020-12-16,Johor,43,26,0,16,0
2020-12-16,Kedah,21,5,0,3,0
2020-12-16,Kelantan,27,1,0,1,0
2020-12-16,Melaka,12,0,1,0,1
2020-12-16,Negeri Sembilan,11,1,0,0,0
2020-12-16,Pahang,39,0,0,0,0
2020-12-16,Perak,52,4,1,3,1
2020-12-16,Perlis,4,0,0,0,0
2020-12-16,Pulau Pinang,13,10,0,5,0
2020-12-16,Sabah,111,57,4,14,4
2020-12-16,Sarawak,26,0,0,0,0
2020-12-16,Selangor,104,34,0,17,0
2020-12-16,Terengganu,12,1,0,1,0
2020-12-16,W.P. Kuala Lumpur,38,2,0,1,0
2020-12-16,W.P. Labuan,5,1,0,1,0
2020-12-17,Johor,43,29,0,14,0
2020-12-17,Kedah,21,5,1,3,0
2020-12-17,Kelantan,27,1,4,0,4
2020-12-17,Melaka,12,0,1,0,1
2020-12-17,Negeri Sembilan,11,1,0,0,0
2020-12-17,Pahang,39,0,0,0,0
2020-12-17,Perak,52,4,0,3,0
2020-12-17,Perlis,4,0,0,0,0
2020-12-17,Pulau Pinang,13,9,0,5,0
2020-12-17,Sabah,111,58,2,17,2
2020-12-17,Sarawak,26,0,0,0,0
2020-12-17,Selangor,104,36,0,24,0
2020-12-17,Terengganu,12,1,0,1,0
2020-12-17,W.P. Kuala Lumpur,38,2,0,1,0
2020-12-17,W.P. Labuan,5,2,0,2,0
2020-12-18,Johor,43,24,0,15,0
2020-12-18,Kedah,21,6,0,2,0
2020-12-18,Kelantan,27,1,0,0,0
2020-12-18,Melaka,12,1,0,0,0
2020-12-18,Negeri Sembilan,11,1,0,0,0
2020-12-18,Pahang,39,0,0,0,0
2020-12-18,Perak,52,4,0,3,0
2020-12-18,Perlis,4,0,0,0,0
2020-12-18,Pulau Pinang,13,10,0,6,0
2020-12-18,Sabah,111,63,3,17,3
2020-12-18,Sarawak,26,0,0,0,0
2020-12-18,Selangor,104,38,0,22,0
2020-12-18,Terengganu,12,0,0,0,0
2020-12-18,W.P. Kuala Lumpur,38,2,0,1,0
2020-12-18,W.P. Labuan,5,2,0,2,0
2020-12-19,Johor,43,27,0,18,0
2020-12-19,Kedah,21,5,0,2,0
2020-12-19,Kelantan,27,1,1,0,1
2020-12-19,Melaka,12,1,0,0,0
2020-12-19,Negeri Sembilan,11,1,0,0,0
2020-12-19,Pahang,39,0,0,0,0
2020-12-19,Perak,52,4,0,4,0
2020-12-19,Perlis,4,0,0,0,0
2020-12-19,Pulau Pinang,13,9,0,5,0
2020-12-19,Sabah,111,57,2,13,2
2020-12-19,Sarawak,26,0,0,0,0
2020-12-19,Selangor,104,40,0,22,0
2020-12-19,Terengganu,12,0,0,0,0
2020-12-19,W.P. Kuala Lumpur,38,3,0,2,0
2020-12-19,W.P. Labuan,5,2,0,2,0
2020-12-20,Johor,43,22,1,17,1
2020-12-20,Kedah,21,6,0,2,0
2020-12-20,Kelantan,27,1,0,0,0
2020-12-20,Melaka,12,1,0,0,0
2020-12-20,Negeri Sembilan,11,2,0,2,0
2020-12-20,Pahang,39,0,0,0,0
2020-12-20,Perak,52,4,0,4,0
2020-12-20,Perlis,4,0,0,0,0
2020-12-20,Pulau Pinang,13,9,0,5,0
2020-12-20,Sabah,111,60,3,14,3
2020-12-20,Sarawak,26,0,0,0,0
2020-12-20,Selangor,104,41,0,28,0
2020-12-20,Terengganu,12,0,0,0,0
2020-12-20,W.P. Kuala Lumpur,38,3,0,2,0
2020-12-20,W.P. Labuan,5,2,0,2,0
2020-12-21,Johor,43,22,1,15,1
2020-12-21,Kedah,21,7,1,1,1
2020-12-21,Kelantan,27,1,0,0,0
2020-12-21,Melaka,12,1,0,0,0
2020-12-21,Negeri Sembilan,11,2,0,2,0
2020-12-21,Pahang,39,0,0,0,0
2020-12-21,Perak,52,4,0,4,0
2020-12-21,Perlis,4,0,0,0,0
2020-12-21,Pulau Pinang,13,10,0,5,0
2020-12-21,Sabah,111,59,4,14,4
2020-12-21,Sarawak,26,0,0,0,0
2020-12-21,Selangor,60,42,0,26,0
2020-12-21,Terengganu,12,0,0,0,0
2020-12-21,W.P. Kuala Lumpur,38,2,1,1,1
2020-12-21,W.P. Labuan,5,2,0,2,0
2020-12-22,Johor,43,21,0,14,0
2020-12-22,Kedah,21,4,0,1,0
2020-12-22,Kelantan,27,0,0,0,0
2020-12-22,Melaka,12,1,0,0,0
2020-12-22,Negeri Sembilan,11,3,0,1,0
2020-12-22,Pahang,39,0,0,0,0
2020-12-22,Perak,52,6,0,4,0
2020-12-22,Perlis,4,0,0,0,0
2020-12-22,Pulau Pinang,13,8,0,5,0
2020-12-22,Sabah,111,63,4,14,4
2020-12-22,Sarawak,26,0,0,0,0
2020-12-22,Selangor,60,40,0,23,0
2020-12-22,Terengganu,12,0,0,0,0
2020-12-22,W.P. Kuala Lumpur,38,2,2,0,2
2020-12-22,W.P. Labuan,5,2,0,2,0
2020-12-23,Johor,43,27,0,21,0
2020-12-23,Kedah,21,4,0,1,0
2020-12-23,Kelantan,27,0,0,0,0
2020-12-23,Melaka,12,2,1,0,1
2020-12-23,Negeri Sembilan,11,2,0,1,0
2020-12-23,Pahang,39,0,0,0,0
2020-12-23,Perak,52,5,0,3,0
2020-12-23,Perlis,4,0,0,0,0
2020-12-23,Pulau Pinang,13,9,0,5,0
2020-12-23,Sabah,111,57,4,13,4
2020-12-23,Sarawak,26,0,0,0,0
2020-12-23,Selangor,60,42,0,25,0
2020-12-23,Terengganu,12,0,0,0,0
2020-12-23,W.P. Kuala Lumpur,38,2,2,1,2
2020-12-23,W.P. Labuan,5,2,0,2,0
2020-12-24,Johor,43,26,1,18,1
2020-12-24,Kedah,21,5,0,2,0
2020-12-24,Kelantan,27,1,0,0,0
2020-12-24,Melaka,12,2,0,0,0
2020-12-24,Negeri Sembilan,11,1,0,1,0
2020-12-24,Pahang,39,0,0,0,0
2020-12-24,Perak,52,6,0,3,0
2020-12-24,Perlis,4,0,0,0,0
2020-12-24,Pulau Pinang,13,8,0,4,0
2020-12-24,Sabah,111,63,6,15,6
2020-12-24,Sarawak,26,0,0,0,0
2020-12-24,Selangor,60,42,0,24,0
2020-12-24,Terengganu,12,0,0,0,0
2020-12-24,W.P. Kuala Lumpur,38,3,0,1,0
2020-12-24,W.P. Labuan,5,2,0,2,0
2020-12-25,Johor,43,25,0,19,0
2020-12-25,Kedah,21,6,0,2,0
2020-12-25,Kelantan,27,1,0,0,0
2020-12-25,Melaka,12,3,0,0,0
2020-12-25,Negeri Sembilan,11,2,1,1,1
2020-12-25,Pahang,39,0,0,0,0
2020-12-25,Perak,52,7,0,3,0
2020-12-25,Perlis,4,0,0,0,0
2020-12-25,Pulau Pinang,13,7,0,3,0
2020-12-25,Sabah,111,61,5,15,5
2020-12-25,Sarawak,26,0,0,0,0
2020-12-25,Selangor,60,46,0,29,0
2020-12-25,Terengganu,12,0,0,0,0
2020-12-25,W.P. Kuala Lumpur,38,6,0,1,0
2020-12-25,W.P. Labuan,5,2,0,2,0
2020-12-26,Johor,43,27,0,19,0
2020-12-26,Kedah,21,6,1,2,1
2020-12-26,Kelantan,27,1,0,0,0
2020-12-26,Melaka,12,4,0,0,0
2020-12-26,Negeri Sembilan,11,2,0,1,0
2020-12-26,Pahang,39,0,0,0,0
2020-12-26,Perak,52,7,0,3,0
2020-12-26,Perlis,4,0,0,0,0
2020-12-26,Pulau Pinang,13,7,0,6,0
2020-12-26,Sabah,111,57,5,18,5
2020-12-26,Sarawak,26,0,0,0,0
2020-12-26,Selangor,60,46,0,30,0
2020-12-26,Terengganu,12,0,0,0,0
2020-12-26,W.P. Kuala Lumpur,38,8,1,5,1
2020-12-26,W.P. Labuan,5,3,0,3,0
2020-12-27,Johor,43,31,0,22,0
2020-12-27,Kedah,21,7,0,3,0
2020-12-27,Kelantan,27,3,0,1,0
2020-12-27,Melaka,12,4,1,0,1
2020-12-27,Negeri Sembilan,11,2,0,1,0
2020-12-27,Pahang,39,0,0,0,0
2020-12-27,Perak,52,6,0,3,0
2020-12-27,Perlis,4,0,0,0,0
2020-12-27,Pulau Pinang,13,7,0,6,0
2020-12-27,Sabah,111,56,5,16,5
2020-12-27,Sarawak,26,0,0,0,0
2020-12-27,Selangor,60,47,0,30,0
2020-12-27,Terengganu,12,0,0,0,0
2020-12-27,W.P. Kuala Lumpur,38,10,1,4,1
2020-12-27,W.P. Labuan,5,4,0,4,0
2020-12-28,Johor,43,30,0,23,0
2020-12-28,Kedah,21,8,0,3,0
2020-12-28,Kelantan,27,4,0,1,0
2020-12-28,Melaka,12,4,2,0,2
2020-12-28,Negeri Sembilan,11,3,0,1,0
2020-12-28,Pahang,39,0,0,0,0
2020-12-28,Perak,52,8,0,4,0
2020-12-28,Perlis,4,0,0,0,0
2020-12-28,Pulau Pinang,13,8,0,6,0
2020-12-28,Sabah,115,56,4,15,4
2020-12-28,Sarawak,26,0,0,0,0
2020-12-28,Selangor,60,46,0,26,0
2020-12-28,Terengganu,12,0,0,0,0
2020-12-28,W.P. Kuala Lumpur,26,12,2,6,2
2020-12-28,W.P. Labuan,5,4,0,4,0
2020-12-29,Johor,43,31,1,24,1
2020-12-29,Kedah,21,7,0,3,0
2020-12-29,Kelantan,27,3,0,0,0
2020-12-29,Melaka,12,3,1,2,1
2020-12-29,Negeri Sembilan,11,3,0,1,0
2020-12-29,Pahang,39,0,0,0,0
2020-12-29,Perak,52,8,0,4,0
2020-12-29,Perlis,4,0,0,0,0
2020-12-29,Pulau Pinang,13,11,0,6,0
2020-12-29,Sabah,115,56,6,19,6
2020-12-29,Sarawak,26,0,0,0,0
2020-12-29,Selangor,60,45,0,27,0
2020-12-29,Terengganu,12,0,0,0,0
2020-12-29,W.P. Kuala Lumpur,26,11,1,6,1
2020-12-29,W.P. Labuan,5,4,0,4,0
2020-12-30,Johor,43,28,2,21,2
2020-12-30,Kedah,21,9,0,3,0
2020-12-30,Kelantan,27,5,0,0,0
2020-12-30,Melaka,12,3,1,2,1
2020-12-30,Negeri Sembilan,11,3,0,1,0
2020-12-30,Pahang,39,0,0,0,0
2020-12-30,Perak,52,8,0,4,0
2020-12-30,Perlis,4,0,0,0,0
2020-12-30,Pulau Pinang,13,11,0,5,0
2020-12-30,Sabah,115,61,6,15,6
2020-12-30,Sarawak,26,0,0,0,0
2020-12-30,Selangor,60,47,0,27,0
2020-12-30,Terengganu,12,0,0,0,0
2020-12-30,W.P. Kuala Lumpur,26,12,1,8,1
2020-12-30,W.P. Labuan,5,4,0,3,0
2020-12-31,Johor,43,29,1,21,1
2020-12-31,Kedah,21,8,0,3,0
2020-12-31,Kelantan,27,4,0,0,0
2020-12-31,Melaka,12,5,2,2,2
2020-12-31,Negeri Sembilan,11,3,0,1,0
2020-12-31,Pahang,39,1,0,0,0
2020-12-31,Perak,52,8,0,3,0
2020-12-31,Perlis,4,0,0,0,0
2020-12-31,Pulau Pinang,13,10,0,4,0
2020-12-31,Sabah,115,63,4,15,4
2020-12-31,Sarawak,26,0,1,0,1
2020-12-31,Selangor,60,45,0,31,0
2020-12-31,Terengganu,12,0,0,0,0
2020-12-31,W.P. Kuala Lumpur,26,16,3,8,3
2020-12-31,W.P. Labuan,5,2,0,2,0
2021-01-01,Johor,43,30,1,19,1
2021-01-01,Kedah,21,9,0,3,0
2021-01-01,Kelantan,27,3,0,0,0
2021-01-01,Melaka,12,5,2,2,2
2021-01-01,Negeri Sembilan,11,1,0,0,0
2021-01-01,Pahang,39,1,0,0,0
2021-01-01,Perak,52,9,0,1,0
2021-01-01,Perlis,4,0,0,0,0
2021-01-01,Pulau Pinang,13,10,0,4,0
2021-01-01,Sabah,115,59,1,16,1
2021-01-01,Sarawak,26,0,0,0,0
2021-01-01,Selangor,60,49,0,33,0
2021-01-01,Terengganu,12,1,0,0,0
2021-01-01,W.P. Kuala Lumpur,26,13,3,4,3
2021-01-01,W.P. Labuan,5,2,0,2,0
2021-01-02,Johor,43,31,1,20,1
2021-01-02,Kedah,21,8,1,3,1
2021-01-02,Kelantan,27,5,0,0,0
2021-01-02,Melaka,12,5,2,2,2
2021-01-02,Negeri Sembilan,11,0,0,0,0
2021-01-02,Pahang,39,3,0,1,0
2021-01-02,Perak,52,10,0,2,0
2021-01-02,Perlis,4,0,0,0,0
2021-01-02,Pulau Pinang,13,12,0,6,0
2021-01-02,Sabah,115,55,1,14,1
2021-01-02,Sarawak,26,0,0,0,0
2021-01-02,Selangor,60,47,0,28,0
2021-01-02,Terengganu,12,1,0,0,0
2021-01-02,W.P. Kuala Lumpur,26,15,8,5,8
2021-01-02,W.P. Labuan,5,3,0,3,0
2021-01-03,Johor,43,32,1,20,1
2021-01-03,Kedah,21,8,1,2,1
2021-01-03,Kelantan,27,9,0,0,0
2021-01-03,Melaka,12,4,3,2,3
2021-01-03,Negeri Sembilan,11,2,0,2,0
2021-01-03,Pahang,39,3,0,0,0
2021-01-03,Perak,52,9,0,2,0
2021-01-03,Perlis,4,0,0,0,0
2021-01-03,Pulau Pinang,13,11,1,6,0
2021-01-03,Sabah,115,55,1,16,1
2021-01-03,Sarawak,26,0,0,0,0
2021-01-03,Selangor,60,50,0,32,0
2021-01-03,Terengganu,12,0,0,0,0
2021-01-03,W.P. Kuala Lumpur,26,16,7,7,7
2021-01-03,W.P. Labuan,5,3,0,0,0
2021-01-04,Johor,43,34,1,25,1
2021-01-04,Kedah,21,9,2,2,1
2021-01-04,Kelantan,27,6,0,0,0
2021-01-04,Melaka,12,3,2,2,2
2021-01-04,Negeri Sembilan,11,2,0,2,0
2021-01-04,Pahang,39,1,0,0,0
2021-01-04,Perak,52,8,0,2,0
2021-01-04,Perlis,4,0,0,0,0
2021-01-04,Pulau Pinang,13,10,0,7,0
2021-01-04,Sabah,115,52,1,15,1
2021-01-04,Sarawak,26,0,0,0,0
2021-01-04,Selangor,60,50,0,34,0
2021-01-04,Terengganu,12,0,0,0,0
2021-01-04,W.P. Kuala Lumpur,26,19,7,8,7
2021-01-04,W.P. Labuan,5,3,0,2,0
2021-01-05,Johor,43,25,1,21,1
2021-01-05,Kedah,21,10,0,3,0
2021-01-05,Kelantan,27,8,0,1,0
2021-01-05,Melaka,12,4,0,3,0
2021-01-05,Negeri Sembilan,11,2,0,2,0
2021-01-05,Pahang,39,3,0,0,0
2021-01-05,Perak,52,10,0,3,0
2021-01-05,Perlis,4,0,0,0,0
2021-01-05,Pulau Pinang,13,11,0,7,0
2021-01-05,Sabah,115,55,2,16,2
2021-01-05,Sarawak,26,0,0,0,0
2021-01-05,Selangor,60,50,0,33,0
2021-01-05,Terengganu,12,0,0,0,0
2021-01-05,W.P. Kuala Lumpur,26,18,8,9,8
2021-01-05,W.P. Labuan,5,2,0,2,0
2021-01-06,Johor,43,37,1,29,1
2021-01-06,Kedah,21,9,0,3,0
2021-01-06,Kelantan,27,8,0,1,0
2021-01-06,Melaka,12,4,2,2,2
2021-01-06,Negeri Sembilan,11,2,0,2,0
2021-01-06,Pahang,39,6,0,2,0
2021-01-06,Perak,29,10,0,4,0
2021-01-06,Perlis,4,0,0,0,0
2021-01-06,Pulau Pinang,13,12,0,5,0
2021-01-06,Sabah,115,60,2,19,2
2021-01-06,Sarawak,26,0,0,0,0
2021-01-06,Selangor,60,50,0,36,0
2021-01-06,Terengganu,12,1,0,0,0
2021-01-06,W.P. Kuala Lumpur,26,20,7,12,7
2021-01-06,W.P. Labuan,5,2,0,2,0
2021-01-07,Johor,43,36,0,31,0
2021-01-07,Kedah,21,9,1,3,1
2021-01-07,Kelantan,27,7,0,1,0
2021-01-07,Melaka,12,4,2,2,2
2021-01-07,Negeri Sembilan,11,3,0,2,0
2021-01-07,Pahang,39,4,0,2,0
2021-01-07,Perak,29,10,0,4,0
2021-01-07,Perlis,4,0,0,0,0
2021-01-07,Pulau Pinang,13,12,0,3,0
2021-01-07,Sabah,115,62,1,15,1
2021-01-07,Sarawak,26,0,0,0,0
2021-01-07,Selangor,60,52,0,34,0
2021-01-07,Terengganu,12,1,0,0,0
2021-01-07,W.P. Kuala Lumpur,26,18,0,12,0
2021-01-07,W.P. Labuan,5,2,0,2,0
2021-01-08,Johor,43,34,0,28,0
2021-01-08,Kedah,21,11,0,3,0
2021-01-08,Kelantan,27,7,0,1,0
2021-01-08,Melaka,12,5,2,3,2
2021-01-08,Negeri Sembilan,11,2,0,1,0
2021-01-08,Pahang,39,4,0,3,0
2021-01-08,Perak,29,9,0,3,0
2021-01-08,Perlis,4,0,0,0,0
2021-01-08,Pulau Pinang,13,13,0,6,0
2021-01-08,Sabah,115,68,2,19,2
2021-01-08,Sarawak,26,0,0,0,0
2021-01-08,Selangor,60,52,0,36,0
2021-01-08,Terengganu,12,1,0,0,0
2021-01-08,W.P. Kuala Lumpur,26,22,5,9,5
2021-01-08,W.P. Labuan,5,2,0,2,0
2021-01-09,Johor,43,39,0,29,0
2021-01-09,Kedah,21,12,0,4,0
2021-01-09,Kelantan,27,7,0,1,0
2021-01-09,Melaka,12,5,7,3,2
2021-01-09,Negeri Sembilan,11,3,0,2,0
2021-01-09,Pahang,39,5,0,4,0
2021-01-09,Perak,29,9,0,3,0
2021-01-09,Perlis,4,0,0,0,0
2021-01-09,Pulau Pinang,13,14,0,6,0
2021-01-09,Sabah,115,67,2,18,2
2021-01-09,Sarawak,26,0,0,0,0
2021-01-09,Selangor,60,52,0,35,0
2021-01-09,Terengganu,12,0,0,0,0
2021-01-09,W.P. Kuala Lumpur,26,17,3,9,3
2021-01-09,W.P. Labuan,5,2,0,2,0
2021-01-10,Johor,43,41,0,29,0
2021-01-10,Kedah,21,13,0,4,0
2021-01-10,Kelantan,27,7,0,1,0
2021-01-10,Melaka,12,6,2,3,2
2021-01-10,Negeri Sembilan,11,3,0,2,0
2021-01-10,Pahang,39,5,0,4,0
2021-01-10,Perak,29,9,1,6,1
2021-01-10,Perlis,4,1,0,0,0
2021-01-10,Pulau Pinang,13,13,0,6,0
2021-01-10,Sabah,115,67,1,14,1
2021-01-10,Sarawak,26,0,0,0,0
2021-01-10,Selangor,60,52,0,40,0
2021-01-10,Terengganu,12,1,0,0,0
2021-01-10,W.P. Kuala Lumpur,26,19,4,9,4
2021-01-10,W.P. Labuan,5,3,0,3,0
2021-01-11,Johor,43,40,0,30,0
2021-01-11,Kedah,21,14,0,4,0
2021-01-11,Kelantan,27,8,0,0,0
2021-01-11,Melaka,12,8,2,3,2
2021-01-11,Negeri Sembilan,11,3,0,2,0
2021-01-11,Pahang,39,6,0,5,0
2021-01-11,Perak,29,12,0,7,0
