date,state,beds_icu_covid,icu_covid,icu_pui,vent_covid,vent_pui
2020-03-24,Johor,10,0,0,0,0
2020-03-24,Kedah,16,2,1,1,1
2020-03-24,Kelantan,20,1,0,1,0
2020-03-24,Melaka,12,0,2,0,1
2020-03-24,Negeri Sembilan,10,0,0,0,0
2020-03-24,Pahang,7,2,0,1,0
2020-03-24,Perak,17,24,2,4,2
2020-03-24,Perlis,4,0,0,0,0
2020-03-24,Pulau Pinang,6,0,0,0,0
2020-03-24,Sabah,60,1,0,1,0
2020-03-24,Sarawak,26,7,1,7,1
2020-03-24,Selangor,42,23,0,12,0
2020-03-24,Terengganu,12,0,0,0,0
2020-03-24,W.P. Kuala Lumpur,30,9,0,9,0
2020-03-24,W.P. Labuan,0,0,0,0,0
2020-03-25,Johor,10,2,0,1,0
2020-03-25,Kedah,16,3,0,2,0
2020-03-25,Kelantan,20,3,2,2,0
2020-03-25,Melaka,12,0,1,0,1
2020-03-25,Negeri Sembilan,10,1,0,0,0
2020-03-25,Pahang,7,2,0,2,0
2020-03-25,Perak,17,8,0,7,0
2020-03-25,Perlis,4,0,0,0,0
2020-03-25,Pulau Pinang,6,1,0,1,0
2020-03-25,Sabah,60,1,0,1,0
2020-03-25,Sarawak,26,10,0,9,0
2020-03-25,Selangor,42,19,0,15,0
2020-03-25,Terengganu,12,0,0,0,0
2020-03-25,W.P. Kuala Lumpur,30,10,0,10,0
2020-03-25,W.P. Labuan,0,0,0,0,0
2020-03-26,Johor,10,3,2,1,0
2020-03-26,Kedah,16,3,1,2,1
2020-03-26,Kelantan,20,4,2,1,2
2020-03-26,Melaka,12,0,2,0,1
2020-03-26,Negeri Sembilan,10,3,0,2,0
2020-03-26,Pahang,7,2,0,2,0
2020-03-26,Perak,17,9,2,8,2
2020-03-26,Perlis,4,0,1,0,1
2020-03-26,Pulau Pinang,6,1,0,1,0
2020-03-26,Sabah,60,3,1,2,1
2020-03-26,Sarawak,26,10,1,9,1
2020-03-26,Selangor,42,24,2,12,0
2020-03-26,Terengganu,12,0,0,0,0
2020-03-26,W.P. Kuala Lumpur,30,9,0,9,0
2020-03-26,W.P. Labuan,0,0,0,0,0
2020-03-27,Johor,10,5,0,2,0
2020-03-27,Kedah,16,2,1,2,1
2020-03-27,Kelantan,20,5,3,1,3
2020-03-27,Melaka,12,0,2,0,1
2020-03-27,Negeri Sembilan,10,4,0,4,0
2020-03-27,Pahang,7,2,0,2,0
2020-03-27,Perak,17,9,2,7,2
2020-03-27,Perlis,4,0,1,0,1
2020-03-27,Pulau Pinang,6,1,0,1,0
2020-03-27,Sabah,60,3,1,2,1
2020-03-27,Sarawak,26,10,2,9,2
2020-03-27,Selangor,42,25,2,14,0
2020-03-27,Terengganu,12,0,0,0,0
2020-03-27,W.P. Kuala Lumpur,30,9,0,8,0
2020-03-27,W.P. Labuan,0,0,0,0,0
2020-03-28,Johor,10,9,0,7,0
2020-03-28,Kedah,16,4,2,3,2
2020-03-28,Kelantan,25,5,4,1,2
2020-03-28,Melaka,12,0,2,0,1
2020-03-28,Negeri Sembilan,10,5,0,4,0
2020-03-28,Pahang,33,2,1,2,1
2020-03-28,Perak,46,10,3,9,3
2020-03-28,Perlis,4,0,1,0,1
2020-03-28,Pulau Pinang,6,1,0,1,0
2020-03-28,Sabah,56,4,0,3,0
2020-03-28,Sarawak,14,12,0,10,0
2020-03-28,Selangor,42,31,2,18,1
2020-03-28,Terengganu,12,0,0,0,0
2020-03-28,W.P. Kuala Lumpur,30,11,0,7,0
2020-03-28,W.P. Labuan,0,0,0,0,0
2020-03-29,Johor,10,8,0,6,0
2020-03-29,Kedah,16,5,0,3,0
2020-03-29,Kelantan,25,6,6,1,3
2020-03-29,Melaka,12,0,0,0,0
2020-03-29,Negeri Sembilan,10,5,0,3,0
2020-03-29,Pahang,33,6,0,2,0
2020-03-29,Perak,46,11,3,7,3
2020-03-29,Perlis,4,0,1,0,1
2020-03-29,Pulau Pinang,6,1,0,1,0
2020-03-29,Sabah,56,3,0,2,0
2020-03-29,Sarawak,14,13,0,10,0
2020-03-29,Selangor,42,30,2,19,1
2020-03-29,Terengganu,12,0,0,0,0
2020-03-29,W.P. Kuala Lumpur,30,9,0,6,0
2020-03-29,W.P. Labuan,0,0,0,0,0
2020-03-30,Johor,10,6,0,1,0
2020-03-30,Kedah,16,5,1,3,1
2020-03-30,Kelantan,25,5,3,1,2
2020-03-30,Melaka,12,0,2,0,1
2020-03-30,Negeri Sembilan,10,5,0,2,0
2020-03-30,Pahang,33,2,0,2,0
2020-03-30,Perak,46,8,1,6,1
2020-03-30,Perlis,4,1,1,1,1
2020-03-30,Pulau Pinang,6,1,0,0,0
2020-03-30,Sabah,56,3,1,3,0
2020-03-30,Sarawak,14,14,2,9,1
2020-03-30,Selangor,42,30,0,18,0
2020-03-30,Terengganu,12,0,1,0,1
2020-03-30,W.P. Kuala Lumpur,33,10,0,8,0
2020-03-30,W.P. Labuan,0,0,0,0,0
2020-03-31,Johor,0,8,0,1,0
2020-03-31,Kedah,16,6,0,3,0
2020-03-31,Kelantan,25,4,3,1,0
2020-03-31,Melaka,12,1,2,0,1
2020-03-31,Negeri Sembilan,10,5,0,2,0
2020-03-31,Pahang,33,4,0,3,0
2020-03-31,Perak,46,8,2,6,2
2020-03-31,Perlis,4,1,0,1,0
2020-03-31,Pulau Pinang,6,1,0,0,0
2020-03-31,Sabah,50,3,0,3,0
2020-03-31,Sarawak,14,12,2,9,2
2020-03-31,Selangor,42,29,1,17,1
2020-03-31,Terengganu,12,0,1,0,1
2020-03-31,W.P. Kuala Lumpur,33,11,0,10,0
2020-03-31,W.P. Labuan,0,0,0,0,0
2020-04-01,Johor,0,8,0,1,0
2020-04-01,Kedah,16,7,0,4,0
2020-04-01,Kelantan,25,5,1,1,1
2020-04-01,Melaka,12,1,2,1,0
2020-04-01,Negeri Sembilan,10,5,0,3,0
2020-04-01,Pahang,33,4,1,3,1
2020-04-01,Perak,46,7,1,3,1
2020-04-01,Perlis,4,1,0,1,0
2020-04-01,Pulau Pinang,6,1,0,0,0
2020-04-01,Sabah,50,3,0,3,0
2020-04-01,Sarawak,14,13,1,10,1
2020-04-01,Selangor,42,31,1,18,1
2020-04-01,Terengganu,12,0,1,0,1
2020-04-01,W.P. Kuala Lumpur,30,10,0,9,0
2020-04-01,W.P. Labuan,0,0,0,0,0
2020-04-02,Johor,0,9,0,1,0
2020-04-02,Kedah,16,5,0,4,0
2020-04-02,Kelantan,25,4,1,1,0
2020-04-02,Melaka,12,1,2,1,0
2020-04-02,Negeri Sembilan,10,5,0,3,0
2020-04-02,Pahang,33,3,0,3,0
2020-04-02,Perak,46,6,2,4,2
2020-04-02,Perlis,4,1,0,1,0
2020-04-02,Pulau Pinang,6,0,0,0,0
2020-04-02,Sabah,50,3,0,3,0
2020-04-02,Sarawak,14,15,1,9,1
2020-04-02,Selangor,42,29,1,16,1
2020-04-02,Terengganu,12,0,0,0,0
2020-04-02,W.P. Kuala Lumpur,30,12,0,9,0
2020-04-02,W.P. Labuan,0,0,0,0,0
2020-04-03,Johor,0,9,0,1,0
2020-04-03,Kedah,16,5,0,4,0
2020-04-03,Kelantan,25,3,2,0,1
2020-04-03,Melaka,12,1,2,1,0
2020-04-03,Negeri Sembilan,10,3,0,3,0
2020-04-03,Pahang,33,4,0,3,0
2020-04-03,Perak,46,4,3,4,3
2020-04-03,Perlis,4,1,0,1,0
2020-04-03,Pulau Pinang,6,0,0,0,0
2020-04-03,Sabah,50,3,1,3,0
2020-04-03,Sarawak,14,13,4,7,4
2020-04-03,Selangor,42,29,2,15,1
2020-04-03,Terengganu,12,0,0,0,0
2020-04-03,W.P. Kuala Lumpur,30,12,0,7,0
2020-04-03,W.P. Labuan,0,0,0,0,0
2020-04-04,Johor,0,9,0,0,0
2020-04-04,Kedah,16,5,0,4,0
2020-04-04,Kelantan,25,5,2,1,1
2020-04-04,Melaka,12,1,1,1,0
2020-04-04,Negeri Sembilan,10,4,0,3,0
2020-04-04,Pahang,33,3,0,2,0
2020-04-04,Perak,46,4,2,4,2
2020-04-04,Perlis,4,1,0,1,0
2020-04-04,Pulau Pinang,6,0,0,0,0
2020-04-04,Sabah,50,2,0,2,0
2020-04-04,Sarawak,14,11,1,7,1
2020-04-04,Selangor,42,33,0,19,0
2020-04-04,Terengganu,12,0,0,0,0
2020-04-04,W.P. Kuala Lumpur,30,9,1,6,1
2020-04-04,W.P. Labuan,0,0,0,0,0
2020-04-05,Johor,0,9,0,0,0
2020-04-05,Kedah,16,5,0,4,0
2020-04-05,Kelantan,25,4,6,1,5
2020-04-05,Melaka,12,2,1,1,0
2020-04-05,Negeri Sembilan,10,3,0,3,0
2020-04-05,Pahang,33,3,0,2,0
2020-04-05,Perak,46,5,4,3,4
2020-04-05,Perlis,4,1,0,1,0
2020-04-05,Pulau Pinang,6,0,0,0,0
2020-04-05,Sabah,50,2,0,2,0
2020-04-05,Sarawak,14,10,0,5,0
2020-04-05,Selangor,42,32,0,17,0
2020-04-05,Terengganu,12,0,0,0,0
2020-04-05,W.P. Kuala Lumpur,30,8,1,5,1
2020-04-05,W.P. Labuan,0,0,0,0,0
2020-04-06,Johor,0,9,0,0,0
2020-04-06,Kedah,16,5,0,3,0
2020-04-06,Kelantan,25,1,3,1,1
2020-04-06,Melaka,12,3,0,3,0
2020-04-06,Negeri Sembilan,10,4,0,3,0
2020-04-06,Pahang,33,3,0,2,0
2020-04-06,Perak,46,5,5,3,5
2020-04-06,Perlis,4,1,0,1,0
2020-04-06,Pulau Pinang,6,0,0,0,0
2020-04-06,Sabah,50,2,0,2,0
2020-04-06,Sarawak,14,10,0,5,0
2020-04-06,Selangor,42,32,1,17,0
2020-04-06,Terengganu,12,0,0,0,0
2020-04-06,W.P. Kuala Lumpur,30,9,0,7,0
2020-04-06,W.P. Labuan,0,0,0,0,0
2020-04-07,Johor,0,7,2,0,0
2020-04-07,Kedah,16,4,0,3,0
2020-04-07,Kelantan,25,1,1,1,1
2020-04-07,Melaka,12,3,0,3,0
2020-04-07,Negeri Sembilan,10,4,0,3,0
2020-04-07,Pahang,33,2,1,2,1
2020-04-07,Perak,46,4,3,3,3
2020-04-07,Perlis,4,1,0,1,0
2020-04-07,Pulau Pinang,6,0,0,0,0
2020-04-07,Sabah,50,2,0,1,0
2020-04-07,Sarawak,14,9,0,5,0
2020-04-07,Selangor,42,32,0,16,0
2020-04-07,Terengganu,12,0,0,0,0
2020-04-07,W.P. Kuala Lumpur,30,10,0,8,0
2020-04-07,W.P. Labuan,0,0,0,0,0
2020-04-08,Johor,0,8,2,0,0
2020-04-08,Kedah,16,4,0,2,0
2020-04-08,Kelantan,25,2,1,1,1
2020-04-08,Melaka,12,3,0,3,0
2020-04-08,Negeri Sembilan,10,4,0,2,0
2020-04-08,Pahang,33,3,0,3,0
2020-04-08,Perak,46,3,3,3,3
2020-04-08,Perlis,4,1,0,0,0
2020-04-08,Pulau Pinang,6,0,0,0,0
2020-04-08,Sabah,50,2,0,1,0
2020-04-08,Sarawak,14,9,2,4,2
2020-04-08,Selangor,42,28,0,14,0
2020-04-08,Terengganu,12,1,0,0,0
2020-04-08,W.P. Kuala Lumpur,30,9,0,6,0
2020-04-08,W.P. Labuan,0,0,0,0,0
2020-04-09,Johor,0,8,2,0,0
2020-04-09,Kedah,16,4,0,2,0
2020-04-09,Kelantan,25,2,0,1,0
2020-04-09,Melaka,12,2,0,2,0
2020-04-09,Negeri Sembilan,10,4,0,2,0
2020-04-09,Pahang,33,3,0,3,0
2020-04-09,Perak,46,3,2,3,2
2020-04-09,Perlis,4,2,0,0,0
2020-04-09,Pulau Pinang,6,0,0,0,0
2020-04-09,Sabah,50,2,0,1,0
2020-04-09,Sarawak,14,12,3,5,3
2020-04-09,Selangor,42,28,0,14,0
2020-04-09,Terengganu,12,1,0,0,0
2020-04-09,W.P. Kuala Lumpur,30,8,0,5,0
2020-04-09,W.P. Labuan,0,0,0,0,0
2020-04-10,Johor,0,8,2,0,0
2020-04-10,Kedah,16,4,0,2,0
2020-04-10,Kelantan,25,2,0,1,0
2020-04-10,Melaka,12,3,2,2,0
2020-04-10,Negeri Sembilan,10,2,0,2,0
2020-04-10,Pahang,33,4,0,3,0
2020-04-10,Perak,46,3,2,3,2
2020-04-10,Perlis,4,2,0,0,0
2020-04-10,Pulau Pinang,6,0,0,0,0
2020-04-10,Sabah,50,7,0,0,0
2020-04-10,Sarawak,14,10,1,5,1
2020-04-10,Selangor,42,29,0,13,0
2020-04-10,Terengganu,12,0,0,0,0
2020-04-10,W.P. Kuala Lumpur,30,6,0,4,0
2020-04-10,W.P. Labuan,0,0,0,0,0
2020-04-11,Johor,0,8,0,0,0
2020-04-11,Kedah,16,4,0,1,0
2020-04-11,Kelantan,25,1,0,1,0
2020-04-11,Melaka,12,4,1,2,0
2020-04-11,Negeri Sembilan,10,1,0,1,0
2020-04-11,Pahang,33,4,0,3,0
2020-04-11,Perak,46,2,3,2,3
2020-04-11,Perlis,4,1,0,0,0
2020-04-11,Pulau Pinang,6,0,0,0,0
2020-04-11,Sabah,50,1,0,0,0
2020-04-11,Sarawak,14,9,1,5,1
2020-04-11,Selangor,42,25,0,12,0
2020-04-11,Terengganu,12,0,0,0,0
2020-04-11,W.P. Kuala Lumpur,30,6,0,3,0
2020-04-11,W.P. Labuan,0,0,0,0,0
2020-04-12,Johor,0,8,0,4,0
2020-04-12,Kedah,16,3,0,1,0
2020-04-12,Kelantan,25,1,1,1,1
2020-04-12,Melaka,12,4,1,3,0
2020-04-12,Negeri Sembilan,10,1,0,0,0
2020-04-12,Pahang,33,4,0,3,0
2020-04-12,Perak,46,2,0,1,0
2020-04-12,Perlis,4,1,0,0,0
2020-04-12,Pulau Pinang,6,0,1,0,0
2020-04-12,Sabah,50,1,0,0,0
2020-04-12,Sarawak,14,8,0,4,0
2020-04-12,Selangor,42,23,1,12,0
2020-04-12,Terengganu,12,0,0,0,0
2020-04-12,W.P. Kuala Lumpur,30,6,0,4,0
2020-04-12,W.P. Labuan,0,0,0,0,0
2020-04-13,Johor,0,8,0,0,0
2020-04-13,Kedah,16,2,0,1,0
2020-04-13,Kelantan,25,3,0,1,0
2020-04-13,Melaka,12,3,2,2,0
2020-04-13,Negeri Sembilan,10,1,0,0,0
2020-04-13,Pahang,33,4,0,3,0
2020-04-13,Perak,46,2,0,1,0
2020-04-13,Perlis,4,1,0,0,0
2020-04-13,Pulau Pinang,6,0,0,0,0
2020-04-13,Sabah,50,1,1,0,1
2020-04-13,Sarawak,14,7,0,4,0
2020-04-13,Selangor,42,23,0,10,0
2020-04-13,Terengganu,12,0,0,0,0
2020-04-13,W.P. Kuala Lumpur,30,6,0,4,0
2020-04-13,W.P. Labuan,0,0,0,0,0
2020-04-14,Johor,0,7,1,0,0
2020-04-14,Kedah,16,1,0,1,0
2020-04-14,Kelantan,25,1,0,0,0
2020-04-14,Melaka,12,1,1,1,0
2020-04-14,Negeri Sembilan,10,0,0,0,0
2020-04-14,Pahang,33,4,0,3,0
2020-04-14,Perak,46,2,0,1,0
2020-04-14,Perlis,4,0,0,0,0
2020-04-14,Pulau Pinang,6,0,0,0,0
2020-04-14,Sabah,50,1,1,0,1
2020-04-14,Sarawak,14,8,0,4,0
2020-04-14,Selangor,42,21,0,10,0
2020-04-14,Terengganu,12,0,0,0,0
2020-04-14,W.P. Kuala Lumpur,30,8,0,3,0
2020-04-14,W.P. Labuan,0,0,0,0,0
2020-04-15,Johor,0,7,1,0,0
2020-04-15,Kedah,16,1,0,1,0
2020-04-15,Kelantan,25,3,0,0,0
2020-04-15,Melaka,12,1,0,1,0
2020-04-15,Negeri Sembilan,10,0,0,0,0
2020-04-15,Pahang,33,3,0,3,0
2020-04-15,Perak,46,2,0,1,0
2020-04-15,Perlis,4,0,0,0,0
2020-04-15,Pulau Pinang,6,0,1,0,1
2020-04-15,Sabah,50,1,1,0,1
2020-04-15,Sarawak,14,7,0,4,0
2020-04-15,Selangor,42,20,0,9,0
2020-04-15,Terengganu,12,0,0,0,0
2020-04-15,W.P. Kuala Lumpur,30,7,0,3,0
2020-04-15,W.P. Labuan,0,0,0,0,0
2020-04-16,Johor,0,8,0,2,0
2020-04-16,Kedah,16,1,1,0,1
2020-04-16,Kelantan,25,1,0,0,0
2020-04-16,Melaka,12,1,0,1,0
2020-04-16,Negeri Sembilan,10,0,1,0,1
2020-04-16,Pahang,33,3,0,3,0
2020-04-16,Perak,46,2,0,1,0
2020-04-16,Perlis,4,0,0,0,0
2020-04-16,Pulau Pinang,6,0,0,0,0
2020-04-16,Sabah,50,1,1,0,1
2020-04-16,Sarawak,14,7,0,5,0
2020-04-16,Selangor,42,18,1,9,1
2020-04-16,Terengganu,12,0,0,0,0
2020-04-16,W.P. Kuala Lumpur,30,6,0,4,0
2020-04-16,W.P. Labuan,0,0,0,0,0
2020-04-17,Johor,30,8,0,2,0
2020-04-17,Kedah,16,1,0,0,0
2020-04-17,Kelantan,25,1,0,0,0
2020-04-17,Melaka,12,1,0,1,0
2020-04-17,Negeri Sembilan,10,0,0,0,0
2020-04-17,Pahang,33,3,0,3,0
2020-04-17,Perak,46,2,0,1,0
2020-04-17,Perlis,4,0,0,0,0
2020-04-17,Pulau Pinang,4,0,0,0,0
2020-04-17,Sabah,60,1,1,0,1
2020-04-17,Sarawak,26,8,2,6,2
2020-04-17,Selangor,42,17,0,7,0
2020-04-17,Terengganu,12,0,0,0,0
2020-04-17,W.P. Kuala Lumpur,30,6,0,4,0
2020-04-17,W.P. Labuan,2,0,0,0,0
2020-04-18,Johor,30,7,0,3,0
2020-04-18,Kedah,16,1,1,0,1
2020-04-18,Kelantan,25,1,0,0,0
2020-04-18,Melaka,12,1,0,1,0
2020-04-18,Negeri Sembilan,10,0,0,0,0
2020-04-18,Pahang,33,3,0,3,0
2020-04-18,Perak,46,2,0,1,0
2020-04-18,Perlis,4,0,0,0,0
2020-04-18,Pulau Pinang,4,0,0,0,0
2020-04-18,Sabah,60,2,0,0,0
2020-04-18,Sarawak,26,7,1,5,1
2020-04-18,Selangor,42,18,0,8,0
2020-04-18,Terengganu,12,0,0,0,0
2020-04-18,W.P. Kuala Lumpur,30,7,0,4,0
2020-04-18,W.P. Labuan,2,0,0,0,0
2020-04-19,Johor,30,6,0,3,0
2020-04-19,Kedah,16,1,1,0,1
2020-04-19,Kelantan,25,1,0,0,0
2020-04-19,Melaka,12,1,0,1,0
2020-04-19,Negeri Sembilan,10,0,0,0,0
2020-04-19,Pahang,33,3,0,3,0
2020-04-19,Perak,46,1,0,1,0
2020-04-19,Perlis,4,0,0,0,0
2020-04-19,Pulau Pinang,4,0,0,0,0
2020-04-19,Sabah,60,2,1,0,1
2020-04-19,Sarawak,26,7,2,5,2
2020-04-19,Selangor,104,18,0,10,0
2020-04-19,Terengganu,12,0,0,0,0
2020-04-19,W.P. Kuala Lumpur,30,7,0,4,0
2020-04-19,W.P. Labuan,2,0,0,0,0
2020-04-20,Johor,30,6,0,3,0
2020-04-20,Kedah,16,0,1,0,1
2020-04-20,Kelantan,25,1,0,0,0
2020-04-20,Melaka,12,1,0,1,0
2020-04-20,Negeri Sembilan,10,1,0,0,0
2020-04-20,Pahang,33,3,0,3,0
2020-04-20,Perak,46,2,0,1,0
2020-04-20,Perlis,4,0,0,0,0
2020-04-20,Pulau Pinang,4,0,0,0,0
2020-04-20,Sabah,60,2,1,0,1
2020-04-20,Sarawak,26,7,2,5,2
2020-04-20,Selangor,104,16,0,10,0
2020-04-20,Terengganu,12,0,0,0,0
2020-04-20,W.P. Kuala Lumpur,30,8,0,5,0
2020-04-20,W.P. Labuan,2,0,0,0,0
2020-04-21,Johor,30,7,0,3,0
2020-04-21,Kedah,16,0,1,0,1
2020-04-21,Kelantan,27,0,0,0,0
2020-04-21,Melaka,12,1,0,1,0
2020-04-21,Negeri Sembilan,10,1,0,0,0
2020-04-21,Pahang,39,3,1,3,1
2020-04-21,Perak,46,2,0,1,0
2020-04-21,Perlis,4,0,0,0,0
2020-04-21,Pulau Pinang,4,0,0,0,0
2020-04-21,Sabah,60,2,0,0,0
2020-04-21,Sarawak,26,6,3,5,3
2020-04-21,Selangor,104,15,0,9,0
2020-04-21,Terengganu,12,0,0,0,0
2020-04-21,W.P. Kuala Lumpur,30,8,1,5,1
2020-04-21,W.P. Labuan,2,0,0,0,0
2020-04-22,Johor,30,6,0,2,0
2020-04-22,Kedah,16,0,1,0,1
2020-04-22,Kelantan,27,0,0,0,0
2020-04-22,Melaka,12,1,0,1,0
2020-04-22,Negeri Sembilan,10,0,0,0,0
2020-04-22,Pahang,39,3,3,2,3
2020-04-22,Perak,46,2,0,1,0
2020-04-22,Perlis,4,0,0,0,0
2020-04-22,Pulau Pinang,4,0,0,0,0
2020-04-22,Sabah,60,2,1,0,0
2020-04-22,Sarawak,26,5,1,5,1
2020-04-22,Selangor,104,15,0,8,0
2020-04-22,Terengganu,12,0,0,0,0
2020-04-22,W.P. Kuala Lumpur,30,8,1,6,1
2020-04-22,W.P. Labuan,2,0,0,0,0
2020-04-23,Johor,30,5,0,2,0
2020-04-23,Kedah,16,0,0,0,0
2020-04-23,Kelantan,27,0,0,0,0
2020-04-23,Melaka,12,1,0,1,0
2020-04-23,Negeri Sembilan,10,1,0,0,0
2020-04-23,Pahang,39,2,4,0,0
2020-04-23,Perak,46,1,0,0,0
2020-04-23,Perlis,4,0,0,0,0
2020-04-23,Pulau Pinang,4,0,0,0,0
2020-04-23,Sabah,60,2,0,0,0
2020-04-23,Sarawak,26,6,2,5,2
2020-04-23,Selangor,104,15,0,6,0
2020-04-23,Terengganu,12,0,0,0,0
2020-04-23,W.P. Kuala Lumpur,30,8,1,6,1
2020-04-23,W.P. Labuan,2,0,0,0,0
2020-04-24,Johor,30,5,0,2,0
2020-04-24,Kedah,16,0,0,0,0
2020-04-24,Kelantan,27,0,0,0,0
2020-04-24,Melaka,12,1,0,1,0
2020-04-24,Negeri Sembilan,10,1,0,0,0
2020-04-24,Pahang,39,2,4,2,0
2020-04-24,Perak,46,1,0,0,0
2020-04-24,Perlis,4,0,0,0,0
2020-04-24,Pulau Pinang,4,0,0,0,0
2020-04-24,Sabah,60,2,1,0,0
2020-04-24,Sarawak,26,6,2,4,2
2020-04-24,Selangor,104,14,0,5,0
2020-04-24,Terengganu,12,0,0,0,0
2020-04-24,W.P. Kuala Lumpur,30,8,0,6,0
2020-04-24,W.P. Labuan,2,0,0,0,0
2020-04-25,Johor,30,5,0,2,0
2020-04-25,Kedah,16,0,0,0,0
2020-04-25,Kelantan,27,0,0,0,0
2020-04-25,Melaka,12,2,0,1,0
2020-04-25,Negeri Sembilan,10,1,0,0,0
2020-04-25,Pahang,39,2,3,2,3
2020-04-25,Perak,46,0,0,0,0
2020-04-25,Perlis,4,0,0,0,0
2020-04-25,Pulau Pinang,4,0,0,0,0
2020-04-25,Sabah,60,2,1,0,0
2020-04-25,Sarawak,26,7,2,4,2
2020-04-25,Selangor,104,12,0,5,0
2020-04-25,Terengganu,12,0,0,0,0
2020-04-25,W.P. Kuala Lumpur,30,7,0,5,0
2020-04-25,W.P. Labuan,2,0,0,0,0
2020-04-26,Johor,30,5,0,2,0
2020-04-26,Kedah,16,0,0,0,0
2020-04-26,Kelantan,27,0,0,0,0
2020-04-26,Melaka,12,2,0,1,0
2020-04-26,Negeri Sembilan,10,1,0,0,0
2020-04-26,Pahang,39,2,4,2,4
2020-04-26,Perak,46,0,0,0,0
2020-04-26,Perlis,4,0,0,0,0
2020-04-26,Pulau Pinang,4,0,0,0,0
2020-04-26,Sabah,60,2,0,0,0
2020-04-26,Sarawak,26,7,1,4,1
2020-04-26,Selangor,104,12,0,3,0
2020-04-26,Terengganu,12,0,0,0,0
2020-04-26,W.P. Kuala Lumpur,30,7,0,4,0
2020-04-26,W.P. Labuan,2,0,0,0,0
2020-04-27,Johor,30,5,0,2,0
2020-04-27,Kedah,16,0,0,0,0
2020-04-27,Kelantan,27,0,0,0,0
2020-04-27,Melaka,12,1,0,1,0
2020-04-27,Negeri Sembilan,10,1,0,0,0
2020-04-27,Pahang,39,3,4,2,4
2020-04-27,Perak,46,0,0,0,0
2020-04-27,Perlis,4,0,0,0,0
2020-04-27,Pulau Pinang,4,0,0,0,0
2020-04-27,Sabah,60,2,0,0,0
2020-04-27,Sarawak,26,7,1,4,1
2020-04-27,Selangor,104,13,0,4,0
2020-04-27,Terengganu,12,0,0,0,0
2020-04-27,W.P. Kuala Lumpur,30,7,0,5,0
2020-04-27,W.P. Labuan,2,0,0,0,0
2020-04-28,Johor,30,5,0,2,0
2020-04-28,Kedah,16,0,0,0,0
2020-04-28,Kelantan,27,0,0,0,0
2020-04-28,Melaka,12,1,0,1,0
2020-04-28,Negeri Sembilan,10,1,0,0,0
2020-04-28,Pahang,39,3,4,2,4
2020-04-28,Perak,46,0,0,0,0
2020-04-28,Perlis,4,0,0,0,0
2020-04-28,Pulau Pinang,4,0,0,0,0
2020-04-28,Sabah,60,1,1,0,0
2020-04-28,Sarawak,26,6,0,4,0
2020-04-28,Selangor,104,13,0,7,0
2020-04-28,Terengganu,12,0,0,0,0
2020-04-28,W.P. Kuala Lumpur,30,6,0,5,0
2020-04-28,W.P. Labuan,2,0,0,0,0
2020-04-29,Johor,30,5,0,2,0
2020-04-29,Kedah,16,0,0,0,0
2020-04-29,Kelantan,27,0,0,0,0
2020-04-29,Melaka,12,1,0,1,0
2020-04-29,Negeri Sembilan,10,1,0,0,0
2020-04-29,Pahang,39,3,5,2,5
2020-04-29,Perak,46,0,0,0,0
2020-04-29,Perlis,4,0,0,0,0
2020-04-29,Pulau Pinang,4,0,0,0,0
2020-04-29,Sabah,60,1,0,0,0
2020-04-29,Sarawak,26,6,0,4,0
2020-04-29,Selangor,104,13,0,5,0
2020-04-29,Terengganu,12,0,0,0,0
2020-04-29,W.P. Kuala Lumpur,30,6,0,5,0
2020-04-29,W.P. Labuan,2,0,0,0,0
2020-04-30,Johor,30,2,0,2,0
2020-04-30,Kedah,16,0,0,0,0
2020-04-30,Kelantan,27,0,0,0,0
2020-04-30,Melaka,12,1,0,1,0
2020-04-30,Negeri Sembilan,10,1,0,0,0
2020-04-30,Pahang,39,2,2,1,2
2020-04-30,Perak,46,0,0,0,0
2020-04-30,Perlis,4,0,0,0,0
2020-04-30,Pulau Pinang,4,0,0,0,0
2020-04-30,Sabah,60,1,1,0,1
2020-04-30,Sarawak,26,5,0,4,0
2020-04-30,Selangor,104,11,0,3,0
2020-04-30,Terengganu,12,0,0,0,0
2020-04-30,W.P. Kuala Lumpur,30,6,1,5,1
2020-04-30,W.P. Labuan,2,0,0,0,0
2020-05-01,Johor,30,2,0,1,0
2020-05-01,Kedah,16,0,0,0,0
2020-05-01,Kelantan,27,0,0,0,0
2020-05-01,Melaka,12,1,0,1,0
2020-05-01,Negeri Sembilan,10,1,0,0,0
2020-05-01,Pahang,39,2,3,1,3
2020-05-01,Perak,46,0,0,0,0
2020-05-01,Perlis,4,0,0,0,0
2020-05-01,Pulau Pinang,4,0,0,0,0
2020-05-01,Sabah,60,1,1,0,1
2020-05-01,Sarawak,26,4,0,2,0
2020-05-01,Selangor,104,12,0,5,0
2020-05-01,Terengganu,12,0,0,0,0
2020-05-01,W.P. Kuala Lumpur,30,3,1,3,1
2020-05-01,W.P. Labuan,2,0,0,0,0
2020-05-02,Johor,30,2,1,1,1
2020-05-02,Kedah,16,0,0,0,0
2020-05-02,Kelantan,27,0,0,0,0
2020-05-02,Melaka,12,1,0,1,0
2020-05-02,Negeri Sembilan,10,1,0,1,0
2020-05-02,Pahang,39,2,3,1,3
2020-05-02,Perak,46,0,0,0,0
2020-05-02,Perlis,4,0,0,0,0
